1107,1,1,684,-65,-52,1670848233385820.00 ,1670848233385820.00 ,1670848233385820.00 
1208,1,1,3584,-58,-26,1670848233386910.00 ,1670848233386910.00 ,1670848233386910.00 
1208,1,1,3564,-58,-130,1670848233395160.00 ,1670848233395160.00 ,1670848233395160.00 
1107,1,1,712,-66,-78,1670848233396230.00 ,1670848233396230.00 ,1670848233396230.00 
1107,2,1,68,-56,78,1670848233406700.00 ,1670848233406700.00 ,1670848233406700.00 
1208,2,1,3496,-51,52,1670848233409360.00 ,1670848233409360.00 ,1670848233409360.00 
1208,2,1,3524,-51,-52,1670848233412510.00 ,1670848233412510.00 ,1670848233412510.00 
1107,2,1,72,-56,299,1670848233414490.00 ,1670848233414490.00 ,1670848233414490.00 
1208,1,1,3572,-58,-26,1670848233438370.00 ,1670848233438370.00 ,1670848233438370.00 
1107,1,1,656,-65,195,1670848233440030.00 ,1670848233440030.00 ,1670848233440030.00 
1107,1,1,688,-66,26,1670848233443600.00 ,1670848233443600.00 ,1670848233443600.00 
1208,1,1,3568,-58,-156,1670848233446100.00 ,1670848233446100.00 ,1670848233446100.00 
1208,2,1,3528,-51,-52,1670848233456380.00 ,1670848233456380.00 ,1670848233456380.00 
1107,2,1,80,-57,-52,1670848233458530.00 ,1670848233458530.00 ,1670848233458530.00 
1107,2,1,32,-56,364,1670848233462830.00 ,1670848233462830.00 ,1670848233462830.00 
1208,2,1,3528,-51,-52,1670848233464280.00 ,1670848233464280.00 ,1670848233464280.00 
1107,1,1,640,-65,364,1670848233489060.00 ,1670848233489060.00 ,1670848233489060.00 
1208,1,1,3580,-58,-104,1670848233490490.00 ,1670848233490490.00 ,1670848233490490.00 
1208,1,1,3552,-58,182,1670848233495150.00 ,1670848233495150.00 ,1670848233495150.00 
1107,1,1,696,-65,-221,1670848233497470.00 ,1670848233497470.00 ,1670848233497470.00 
1208,2,1,3532,-51,-104,1670848233508510.00 ,1670848233508510.00 ,1670848233508510.00 
1107,2,1,0,-56,559,1670848233511290.00 ,1670848233511290.00 ,1670848233511290.00 
1208,2,1,3528,-51,-26,1670848233514770.00 ,1670848233514770.00 ,1670848233514770.00 
1107,2,1,84,-56,26,1670848233516180.00 ,1670848233516180.00 ,1670848233516180.00 
1208,1,1,3580,-58,-78,1670848233540320.00 ,1670848233540320.00 ,1670848233540320.00 
1107,1,1,688,-65,-26,1670848233542280.00 ,1670848233542280.00 ,1670848233542280.00 
1208,1,1,3572,-58,156,1670848233546400.00 ,1670848233546400.00 ,1670848233546400.00 
1107,1,1,704,-65,117,1670848233547980.00 ,1670848233547980.00 ,1670848233547980.00 
1208,2,1,3516,-51,78,1670848233560310.00 ,1670848233560310.00 ,1670848233560310.00 
1107,2,1,80,-56,-117,1670848233562900.00 ,1670848233562900.00 ,1670848233562900.00 
1107,2,1,40,-56,169,1670848233566150.00 ,1670848233566150.00 ,1670848233566150.00 
1208,2,1,3516,-51,52,1670848233568100.00 ,1670848233568100.00 ,1670848233568100.00 
1107,1,1,672,-65,416,1670848233592060.00 ,1670848233592060.00 ,1670848233592060.00 
1208,1,1,3612,-59,-182,1670848233593470.00 ,1670848233593470.00 ,1670848233593470.00 
1107,1,1,676,-65,221,1670848233598940.00 ,1670848233598940.00 ,1670848233598940.00 
1208,1,1,3564,-59,26,1670848233601350.00 ,1670848233601350.00 ,1670848233601350.00 
1107,2,1,108,-56,-169,1670848233612940.00 ,1670848233612940.00 ,1670848233612940.00 
1208,2,1,3488,-51,234,1670848233614080.00 ,1670848233614080.00 ,1670848233614080.00 
1208,2,1,3524,-51,0,1670848233618550.00 ,1670848233618550.00 ,1670848233618550.00 
1107,2,1,52,-56,247,1670848233620440.00 ,1670848233620440.00 ,1670848233620440.00 
1208,1,1,3576,-58,52,1670848233645700.00 ,1670848233645700.00 ,1670848233645700.00 
1107,1,1,764,-66,-755,1670848233646810.00 ,1670848233646810.00 ,1670848233646810.00 
1107,1,1,688,-65,-26,1670848233650200.00 ,1670848233650200.00 ,1670848233650200.00 
1208,1,1,3532,-58,312,1670848233653260.00 ,1670848233653260.00 ,1670848233653260.00 
1208,2,1,3508,-51,182,1670848233662920.00 ,1670848233662920.00 ,1670848233662920.00 
1107,2,1,64,-57,221,1670848233664800.00 ,1670848233664800.00 ,1670848233664800.00 
1208,2,1,3492,-51,182,1670848233669360.00 ,1670848233669360.00 ,1670848233669360.00 
1107,2,1,88,-56,-78,1670848233671330.00 ,1670848233671330.00 ,1670848233671330.00 
1208,1,1,3580,-58,26,1670848233696010.00 ,1670848233696010.00 ,1670848233696010.00 
1107,1,1,704,-64,-26,1670848233697760.00 ,1670848233697760.00 ,1670848233697760.00 
1107,1,1,700,-65,-26,1670848233701390.00 ,1670848233701390.00 ,1670848233701390.00 
1208,1,1,3580,-58,-26,1670848233703080.00 ,1670848233703080.00 ,1670848233703080.00 
1208,2,1,3488,-51,234,1670848233714030.00 ,1670848233714030.00 ,1670848233714030.00 
1107,2,1,56,-56,273,1670848233715750.00 ,1670848233715750.00 ,1670848233715750.00 
1208,2,1,3536,-51,-104,1670848233720000.00 ,1670848233720000.00 ,1670848233720000.00 
1107,2,1,88,-56,26,1670848233721420.00 ,1670848233721420.00 ,1670848233721420.00 
1208,1,1,3580,-58,26,1670848233746100.00 ,1670848233746100.00 ,1670848233746100.00 
1107,1,1,680,-66,338,1670848233748340.00 ,1670848233748340.00 ,1670848233748340.00 
1107,1,1,664,-65,52,1670848233752520.00 ,1670848233752520.00 ,1670848233752520.00 
