1107,1,1,2904,-57,-364,1671108587775930.00 ,1671108587775930.00 ,1671108587775930.00 ,,
1208,1,1,688,-46,182,1671108587777680.00 ,1671108587777680.00 ,1671108587777680.00 ,,
1208,1,1,680,-46,182,1671108587782410.00 ,1671108587782410.00 ,1671108587782410.00 ,,
1107,1,1,2896,-57,-221,1671108587783830.00 ,1671108587783830.00 ,1671108587783830.00 ,,
1107,2,1,56,-56,169,1671108587794230.00 ,1671108587794230.00 ,1671108587794230.00 ,,
1208,2,1,3512,-48,208,1671108587795540.00 ,1671108587795540.00 ,1671108587795540.00 ,,
1107,2,1,60,-56,52,1671108587801580.00 ,1671108587801580.00 ,1671108587801580.00 ,,
1208,2,1,3508,-48,182,1671108587803890.00 ,1671108587803890.00 ,1671108587803890.00 ,,
1107,1,1,2856,-57,0,1671108587826580.00 ,1671108587826580.00 ,1671108587826580.00 ,,
1208,1,1,676,-46,260,1671108587828830.00 ,1671108587828830.00 ,1671108587828830.00 ,,
1107,1,1,2896,-57,-338,1671108587833410.00 ,1671108587833410.00 ,1671108587833410.00 ,,
1208,1,1,688,-46,130,1671108587835050.00 ,1671108587835050.00 ,1671108587835050.00 ,,
1208,2,1,3528,-48,78,1671108587845620.00 ,1671108587845620.00 ,1671108587845620.00 ,,
1107,2,1,80,-56,26,1671108587846690.00 ,1671108587846690.00 ,1671108587846690.00 ,,
1208,2,1,3496,-48,260,1671108587852550.00 ,1671108587852550.00 ,1671108587852550.00 ,,
1107,2,1,44,-56,338,1671108587853720.00 ,1671108587853720.00 ,1671108587853720.00 ,,
1208,1,1,656,-46,312,1671108587877390.00 ,1671108587877390.00 ,1671108587877390.00 ,,
1107,1,1,2868,-57,-78,1671108587880180.00 ,1671108587880180.00 ,1671108587880180.00 ,,
1208,1,1,680,-46,156,1671108587883150.00 ,1671108587883150.00 ,1671108587883150.00 ,,
1107,1,1,2904,-57,-338,1671108587885330.00 ,1671108587885330.00 ,1671108587885330.00 ,,
1208,2,1,3504,-48,286,1671108587899050.00 ,1671108587899050.00 ,1671108587899050.00 ,,
1107,2,1,80,-56,78,1671108587900140.00 ,1671108587900140.00 ,1671108587900140.00 ,,
1107,2,1,72,-56,195,1671108587905230.00 ,1671108587905230.00 ,1671108587905230.00 ,,
1208,2,1,3524,-48,156,1671108587907230.00 ,1671108587907230.00 ,1671108587907230.00 ,,
1208,1,1,684,-46,78,1671108587932350.00 ,1671108587932350.00 ,1671108587932350.00 ,,
1107,1,1,2888,-57,-169,1671108587934030.00 ,1671108587934030.00 ,1671108587934030.00 ,,
1208,1,1,688,-47,182,1671108587936950.00 ,1671108587936950.00 ,1671108587936950.00 ,,
1107,1,1,3016,-57,-1223,1671108587939100.00 ,1671108587939100.00 ,1671108587939100.00 ,,
1208,2,1,3508,-48,260,1671108587950930.00 ,1671108587950930.00 ,1671108587950930.00 ,,
1107,2,1,64,-56,247,1671108587952010.00 ,1671108587952010.00 ,1671108587952010.00 ,,
1208,2,1,3496,-48,338,1671108587955740.00 ,1671108587955740.00 ,1671108587955740.00 ,,
1107,2,1,52,-56,273,1671108587957090.00 ,1671108587957090.00 ,1671108587957090.00 ,,
1208,1,1,684,-46,0,1671108587982220.00 ,1671108587982220.00 ,1671108587982220.00 ,,
1107,1,1,2908,-57,-494,1671108587983310.00 ,1671108587983310.00 ,1671108587983310.00 ,,
1208,1,1,684,-46,156,1671108587990840.00 ,1671108587990840.00 ,1671108587990840.00 ,,
1107,1,1,2912,-57,-338,1671108587992990.00 ,1671108587992990.00 ,1671108587992990.00 ,,
1208,2,1,3516,-48,234,1671108588003510.00 ,1671108588003510.00 ,1671108588003510.00 ,,
1107,2,1,56,-56,338,1671108588005630.00 ,1671108588005630.00 ,1671108588005630.00 ,,
1208,2,1,3504,-48,312,1671108588009400.00 ,1671108588009400.00 ,1671108588009400.00 ,,
1107,2,1,52,-56,364,1671108588011160.00 ,1671108588011160.00 ,1671108588011160.00 ,,
1107,1,1,2852,-57,26,1671108588035280.00 ,1671108588035280.00 ,1671108588035280.00 ,,
1208,1,1,680,-46,182,1671108588036380.00 ,1671108588036380.00 ,1671108588036380.00 ,,
1208,1,1,688,-46,156,1671108588041710.00 ,1671108588041710.00 ,1671108588041710.00 ,,
1107,1,1,2912,-57,-221,1671108588044730.00 ,1671108588044730.00 ,1671108588044730.00 ,,
1208,2,1,3520,-48,156,1671108588056070.00 ,1671108588056070.00 ,1671108588056070.00 ,,
1107,2,1,80,-56,78,1671108588058650.00 ,1671108588058650.00 ,1671108588058650.00 ,,
1208,2,1,3508,-48,286,1671108588062340.00 ,1671108588062340.00 ,1671108588062340.00 ,,
1107,2,1,76,-56,26,1671108588063900.00 ,1671108588063900.00 ,1671108588063900.00 ,,
1208,1,1,684,-46,260,1671108588087140.00 ,1671108588087140.00 ,1671108588087140.00 ,,
1107,1,1,2880,-57,-26,1671108588088440.00 ,1671108588088440.00 ,1671108588088440.00 ,,
1208,1,1,684,-47,208,1671108588093520.00 ,1671108588093520.00 ,1671108588093520.00 ,,
1107,1,1,2864,-57,-26,1671108588095990.00 ,1671108588095990.00 ,1671108588095990.00 ,,
1107,2,1,80,-56,52,1671108588107190.00 ,1671108588107190.00 ,1671108588107190.00 ,,
1208,2,1,3492,-48,312,1671108588108560.00 ,1671108588108560.00 ,1671108588108560.00 ,,
1107,2,1,44,-56,299,1671108588112290.00 ,1671108588112290.00 ,1671108588112290.00 ,,
1208,2,1,3520,-48,156,1671108588114480.00 ,1671108588114480.00 ,1671108588114480.00 ,,
