1208,1,1,1820,-43,156,1671189761835580.00 ,1671189761835580.00 ,1671189761835580.00 ,,
1107,1,1,228,-55,273,1671189761836840.00 ,1671189761836840.00 ,1671189761836840.00 ,,
1107,1,1,244,-56,-221,1671189761846220.00 ,1671189761846220.00 ,1671189761846220.00 ,,
1208,1,1,1824,-43,104,1671189761847360.00 ,1671189761847360.00 ,1671189761847360.00 ,,
1107,2,1,56,-57,26,1671189761857880.00 ,1671189761857880.00 ,1671189761857880.00 ,,
1208,2,1,3348,-49,78,1671189761859220.00 ,1671189761859220.00 ,1671189761859220.00 ,,
1208,2,1,3348,-49,104,1671189761864300.00 ,1671189761864300.00 ,1671189761864300.00 ,,
1107,2,1,60,-57,78,1671189761866230.00 ,1671189761866230.00 ,1671189761866230.00 ,,
1208,1,1,1820,-43,182,1671189761890300.00 ,1671189761890300.00 ,1671189761890300.00 ,,
1107,1,1,236,-55,195,1671189761893250.00 ,1671189761893250.00 ,1671189761893250.00 ,,
1208,1,1,1836,-43,78,1671189761898810.00 ,1671189761898810.00 ,1671189761898810.00 ,,
1107,1,1,252,-55,117,1671189761901210.00 ,1671189761901210.00 ,1671189761901210.00 ,,
1208,2,1,3352,-49,0,1671189761912150.00 ,1671189761912150.00 ,1671189761912150.00 ,,
1107,2,1,52,-57,221,1671189761913650.00 ,1671189761913650.00 ,1671189761913650.00 ,,
1208,2,1,3348,-49,104,1671189761917670.00 ,1671189761917670.00 ,1671189761917670.00 ,,
1107,2,1,60,-57,195,1671189761920200.00 ,1671189761920200.00 ,1671189761920200.00 ,,
1107,1,1,300,-55,-221,1671189761942910.00 ,1671189761942910.00 ,1671189761942910.00 ,,
1208,1,1,1840,-43,52,1671189761944050.00 ,1671189761944050.00 ,1671189761944050.00 ,,
1208,1,1,1828,-43,104,1671189761950140.00 ,1671189761950140.00 ,1671189761950140.00 ,,
1107,1,1,260,-55,299,1671189761951810.00 ,1671189761951810.00 ,1671189761951810.00 ,,
1107,2,1,60,-57,143,1671189761964700.00 ,1671189761964700.00 ,1671189761964700.00 ,,
1208,2,1,3336,-49,104,1671189761966020.00 ,1671189761966020.00 ,1671189761966020.00 ,,
1107,2,1,64,-57,143,1671189761969730.00 ,1671189761969730.00 ,1671189761969730.00 ,,
1208,2,1,3348,-49,52,1671189761971680.00 ,1671189761971680.00 ,1671189761971680.00 ,,
1208,1,1,1824,-43,156,1671189761995040.00 ,1671189761995040.00 ,1671189761995040.00 ,,
1107,1,1,272,-55,143,1671189761996570.00 ,1671189761996570.00 ,1671189761996570.00 ,,
