1107,1,1,720,-67,-1054,1670850031455550.00 ,1670850031455550.00 ,1670850031455550.00 
1208,1,1,3560,-58,-208,1670850031457760.00 ,1670850031457760.00 ,1670850031457760.00 
1107,1,1,608,-66,716,1670850031462030.00 ,1670850031462030.00 ,1670850031462030.00 
1208,1,1,3576,-58,-364,1670850031463490.00 ,1670850031463490.00 ,1670850031463490.00 
1208,2,1,3436,-51,156,1670850031474390.00 ,1670850031474390.00 ,1670850031474390.00 
1107,2,1,0,-56,26,1670850031476130.00 ,1670850031476130.00 ,1670850031476130.00 
1107,2,1,4076,-56,143,1670850031480480.00 ,1670850031480480.00 ,1670850031480480.00 
1208,2,1,3444,-51,130,1670850031482440.00 ,1670850031482440.00 ,1670850031482440.00 
1208,1,1,3560,-58,-286,1670850031511390.00 ,1670850031511390.00 ,1670850031511390.00 
1107,1,1,672,-66,-755,1670850031514170.00 ,1670850031514170.00 ,1670850031514170.00 
1208,1,1,3568,-58,-286,1670850031518480.00 ,1670850031518480.00 ,1670850031518480.00 
1107,1,1,680,-66,-638,1670850031519580.00 ,1670850031519580.00 ,1670850031519580.00 
1107,2,1,4000,-56,638,1670850031529990.00 ,1670850031529990.00 ,1670850031529990.00 
1208,2,1,3448,-51,156,1670850031532630.00 ,1670850031532630.00 ,1670850031532630.00 
1208,2,1,3436,-51,286,1670850031536450.00 ,1670850031536450.00 ,1670850031536450.00 
1107,2,1,4072,-56,195,1670850031537550.00 ,1670850031537550.00 ,1670850031537550.00 
1107,1,1,644,-65,78,1670850031563080.00 ,1670850031563080.00 ,1670850031563080.00 
1208,1,1,3504,-58,156,1670850031565050.00 ,1670850031565050.00 ,1670850031565050.00 
1107,1,1,684,-66,0,1670850031570110.00 ,1670850031570110.00 ,1670850031570110.00 
1208,1,1,3528,-58,-26,1670850031571250.00 ,1670850031571250.00 ,1670850031571250.00 
1208,2,1,3448,-51,156,1670850031584080.00 ,1670850031584080.00 ,1670850031584080.00 
1107,2,1,4084,-56,143,1670850031585760.00 ,1670850031585760.00 ,1670850031585760.00 
1208,2,1,3456,-51,104,1670850031588770.00 ,1670850031588770.00 ,1670850031588770.00 
1107,2,1,4088,-57,143,1670850031590110.00 ,1670850031590110.00 ,1670850031590110.00 
1107,1,1,680,-65,-338,1670850031618950.00 ,1670850031618950.00 ,1670850031618950.00 
1208,1,1,3532,-58,-130,1670850031620320.00 ,1670850031620320.00 ,1670850031620320.00 
1208,1,1,3612,-58,-729,1670850031626160.00 ,1670850031626160.00 ,1670850031626160.00 
1107,1,1,652,-65,0,1670850031627850.00 ,1670850031627850.00 ,1670850031627850.00 
1208,2,1,3464,-51,208,1670850031638660.00 ,1670850031638660.00 ,1670850031638660.00 
1107,2,1,4072,-56,273,1670850031639800.00 ,1670850031639800.00 ,1670850031639800.00 
1107,2,1,4092,-56,52,1670850031648310.00 ,1670850031648310.00 ,1670850031648310.00 
1208,2,1,3456,-51,234,1670850031649790.00 ,1670850031649790.00 ,1670850031649790.00 
1208,1,1,3532,-58,-130,1670850031673570.00 ,1670850031673570.00 ,1670850031673570.00 
1107,1,1,672,-66,0,1670850031675150.00 ,1670850031675150.00 ,1670850031675150.00 
1107,1,1,840,-65,-1002,1670850031681320.00 ,1670850031681320.00 ,1670850031681320.00 
1208,1,1,3484,-58,286,1670850031682420.00 ,1670850031682420.00 ,1670850031682420.00 
1107,2,1,4008,-56,585,1670850031693990.00 ,1670850031693990.00 ,1670850031693990.00 
1208,2,1,3464,-51,78,1670850031695070.00 ,1670850031695070.00 ,1670850031695070.00 
1208,2,1,3456,-51,130,1670850031699910.00 ,1670850031699910.00 ,1670850031699910.00 
1107,2,1,4052,-57,273,1670850031701470.00 ,1670850031701470.00 ,1670850031701470.00 
1208,1,1,3548,-58,-234,1670850031726350.00 ,1670850031726350.00 ,1670850031726350.00 
1107,1,1,660,-66,-169,1670850031727560.00 ,1670850031727560.00 ,1670850031727560.00 
1107,1,1,664,-66,-52,1670850031732670.00 ,1670850031732670.00 ,1670850031732670.00 
1208,1,1,3588,-58,-468,1670850031733810.00 ,1670850031733810.00 ,1670850031733810.00 
1208,2,1,3448,-51,208,1670850031745870.00 ,1670850031745870.00 ,1670850031745870.00 
1107,2,1,0,-56,52,1670850031746960.00 ,1670850031746960.00 ,1670850031746960.00 
1208,2,1,3444,-51,312,1670850031752560.00 ,1670850031752560.00 ,1670850031752560.00 
1107,2,1,16,-56,26,1670850031753760.00 ,1670850031753760.00 ,1670850031753760.00 
1107,1,1,608,-65,338,1670850031778200.00 ,1670850031778200.00 ,1670850031778200.00 
1208,1,1,3552,-58,-312,1670850031779740.00 ,1670850031779740.00 ,1670850031779740.00 
1107,1,1,780,-66,-1002,1670850031783790.00 ,1670850031783790.00 ,1670850031783790.00 
1208,1,1,3560,-58,-312,1670850031785090.00 ,1670850031785090.00 ,1670850031785090.00 
1208,2,1,3456,-51,78,1670850031797710.00 ,1670850031797710.00 ,1670850031797710.00 
1107,2,1,4080,-56,78,1670850031798940.00 ,1670850031798940.00 ,1670850031798940.00 
1208,2,1,3452,-51,208,1670850031806810.00 ,1670850031806810.00 ,1670850031806810.00 
1107,2,1,20,-57,-52,1670850031808010.00 ,1670850031808010.00 ,1670850031808010.00 
1208,1,1,3564,-58,-442,1670850031833710.00 ,1670850031833710.00 ,1670850031833710.00 
1107,1,1,776,-66,-833,1670850031835360.00 ,1670850031835360.00 ,1670850031835360.00 
1208,1,1,3544,-58,-104,1670850031839120.00 ,1670850031839120.00 ,1670850031839120.00 
1107,1,1,648,-66,442,1670850031841510.00 ,1670850031841510.00 ,1670850031841510.00 
1107,2,1,4048,-56,390,1670850031852480.00 ,1670850031852480.00 ,1670850031852480.00 
1208,2,1,3460,-51,104,1670850031854840.00 ,1670850031854840.00 ,1670850031854840.00 
1208,2,1,3448,-51,234,1670850031858590.00 ,1670850031858590.00 ,1670850031858590.00 
1107,2,1,4056,-56,299,1670850031859900.00 ,1670850031859900.00 ,1670850031859900.00 
1107,1,1,696,-66,-117,1670850031883750.00 ,1670850031883750.00 ,1670850031883750.00 
1208,1,1,3584,-58,-390,1670850031885460.00 ,1670850031885460.00 ,1670850031885460.00 
1107,1,1,596,-66,807,1670850031888930.00 ,1670850031888930.00 ,1670850031888930.00 
1208,1,1,3548,-58,-156,1670850031890060.00 ,1670850031890060.00 ,1670850031890060.00 
1208,2,1,3452,-51,234,1670850031903430.00 ,1670850031903430.00 ,1670850031903430.00 
1107,2,1,20,-56,-117,1670850031904740.00 ,1670850031904740.00 ,1670850031904740.00 
1107,2,1,4088,-56,78,1670850031909310.00 ,1670850031909310.00 ,1670850031909310.00 
1208,2,1,3448,-51,156,1670850031910390.00 ,1670850031910390.00 ,1670850031910390.00 
1107,1,1,692,-66,-143,1670850031935740.00 ,1670850031935740.00 ,1670850031935740.00 
1208,1,1,3588,-58,-390,1670850031936830.00 ,1670850031936830.00 ,1670850031936830.00 
1208,1,1,3568,-58,-182,1670850031941490.00 ,1670850031941490.00 ,1670850031941490.00 
1107,1,1,604,-66,781,1670850031943030.00 ,1670850031943030.00 ,1670850031943030.00 
1107,2,1,8,-56,26,1670850031954060.00 ,1670850031954060.00 ,1670850031954060.00 
1208,2,1,3460,-51,130,1670850031955160.00 ,1670850031955160.00 ,1670850031955160.00 
1208,2,1,3452,-51,130,1670850031959830.00 ,1670850031959830.00 ,1670850031959830.00 
1107,2,1,4068,-56,390,1670850031961150.00 ,1670850031961150.00 ,1670850031961150.00 
1208,1,1,3536,-58,-104,1670850031985760.00 ,1670850031985760.00 ,1670850031985760.00 
1107,1,1,744,-66,-664,1670850031986810.00 ,1670850031986810.00 ,1670850031986810.00 
1208,1,1,3520,-58,156,1670850031992410.00 ,1670850031992410.00 ,1670850031992410.00 
1107,1,1,660,-65,-117,1670850031994830.00 ,1670850031994830.00 ,1670850031994830.00 
1208,2,1,3468,-51,78,1670850032005640.00 ,1670850032005640.00 ,1670850032005640.00 
1107,2,1,4092,-56,195,1670850032007330.00 ,1670850032007330.00 ,1670850032007330.00 
1208,2,1,3456,-51,156,1670850032011250.00 ,1670850032011250.00 ,1670850032011250.00 
1107,2,1,16,-57,0,1670850032013720.00 ,1670850032013720.00 ,1670850032013720.00 
1208,1,1,3556,-58,-208,1670850032038890.00 ,1670850032038890.00 ,1670850032038890.00 
1107,1,1,692,-66,-143,1670850032040110.00 ,1670850032040110.00 ,1670850032040110.00 
1208,1,1,3540,-58,-26,1670850032044640.00 ,1670850032044640.00 ,1670850032044640.00 
1107,1,1,696,-66,221,1670850032047230.00 ,1670850032047230.00 ,1670850032047230.00 
1208,2,1,3472,-51,-26,1670850032056560.00 ,1670850032056560.00 ,1670850032056560.00 
1107,2,1,4080,-56,195,1670850032057870.00 ,1670850032057870.00 ,1670850032057870.00 
1208,2,1,3452,-51,104,1670850032063230.00 ,1670850032063230.00 ,1670850032063230.00 
1107,2,1,20,-56,-117,1670850032065180.00 ,1670850032065180.00 ,1670850032065180.00 
1208,1,1,3572,-58,-338,1670850032090250.00 ,1670850032090250.00 ,1670850032090250.00 
1107,1,1,792,-65,-885,1670850032091580.00 ,1670850032091580.00 ,1670850032091580.00 
1208,1,1,3564,-58,-156,1670850032096800.00 ,1670850032096800.00 ,1670850032096800.00 
1107,1,1,680,-66,-143,1670850032098300.00 ,1670850032098300.00 ,1670850032098300.00 
1107,2,1,20,-56,-26,1670850032108800.00 ,1670850032108800.00 ,1670850032108800.00 
1208,2,1,3456,-51,156,1670850032110400.00 ,1670850032110400.00 ,1670850032110400.00 
1107,2,1,4092,-56,-26,1670850032114420.00 ,1670850032114420.00 ,1670850032114420.00 
1208,2,1,3460,-51,0,1670850032115710.00 ,1670850032115710.00 ,1670850032115710.00 
1208,1,1,3548,-58,-130,1670850032142540.00 ,1670850032142540.00 ,1670850032142540.00 
