1107,1,1,2360,-60,221,1671103923835950.00 ,1671103923835950.00 ,1671103923835950.00 ,,,
1208,1,1,132,-49,182,1671103923837720.00 ,1671103923837720.00 ,1671103923837720.00 ,,,
1208,1,1,140,-49,78,1671103923841740.00 ,1671103923841740.00 ,1671103923841740.00 ,,,
1107,1,1,2392,-60,-117,1671103923844380.00 ,1671103923844380.00 ,1671103923844380.00 ,,,
1208,2,1,3540,-49,130,1671103923855740.00 ,1671103923855740.00 ,1671103923855740.00 ,,,
1107,2,1,208,-56,611,1671103923857900.00 ,1671103923857900.00 ,1671103923857900.00 ,,,
1208,2,1,3540,-49,182,1671103923861910.00 ,1671103923861910.00 ,1671103923861910.00 ,,,
1107,2,1,208,-56,442,1671103923863040.00 ,1671103923863040.00 ,1671103923863040.00 ,,,
1208,1,1,128,-49,182,1671103923888390.00 ,1671103923888390.00 ,1671103923888390.00 ,,,
1107,1,1,2400,-60,-26,1671103923889830.00 ,1671103923889830.00 ,1671103923889830.00 ,,,
1208,1,1,140,-49,182,1671103923895490.00 ,1671103923895490.00 ,1671103923895490.00 ,,,
1107,1,1,2376,-60,78,1671103923896580.00 ,1671103923896580.00 ,1671103923896580.00 ,,,
1107,2,1,260,-56,247,1671103923909140.00 ,1671103923909140.00 ,1671103923909140.00 ,,,
1208,2,1,3540,-49,130,1671103923910630.00 ,1671103923910630.00 ,1671103923910630.00 ,,,
1107,2,1,264,-56,78,1671103923914640.00 ,1671103923914640.00 ,1671103923914640.00 ,,,
1208,2,1,3552,-49,0,1671103923916230.00 ,1671103923916230.00 ,1671103923916230.00 ,,,
1208,1,1,132,-49,208,1671103923942230.00 ,1671103923942230.00 ,1671103923942230.00 ,,,
1107,1,1,2412,-60,78,1671103923944200.00 ,1671103923944200.00 ,1671103923944200.00 ,,,
1107,1,1,2400,-59,78,1671103923947320.00 ,1671103923947320.00 ,1671103923947320.00 ,,,
1208,1,1,132,-49,234,1671103923948420.00 ,1671103923948420.00 ,1671103923948420.00 ,,,
1107,2,1,220,-56,442,1671103923962090.00 ,1671103923962090.00 ,1671103923962090.00 ,,,
1208,2,1,3540,-49,130,1671103923963800.00 ,1671103923963800.00 ,1671103923963800.00 ,,,
1107,2,1,260,-56,143,1671103923967770.00 ,1671103923967770.00 ,1671103923967770.00 ,,,
1208,2,1,3552,-49,52,1671103923970170.00 ,1671103923970170.00 ,1671103923970170.00 ,,,
1208,1,1,140,-49,52,1671103923994080.00 ,1671103923994080.00 ,1671103923994080.00 ,,,
1107,1,1,2440,-60,26,1671103923996860.00 ,1671103923996860.00 ,1671103923996860.00 ,,,
