0.05657,3.38188
0.06123,3.38606
0.06318,3.38612
0.10671,3.38714
0.10779,3.38718
0.11239,3.38743
0.11347,3.38749
0.15749,3.39074
0.15876,3.39145
0.1649,3.39807
0.16614,3.39813
0.21175,3.39885
0.21305,3.39885
0.21704,3.39885
0.21946,3.39885
0.26688,3.39885
0.26829,3.39885
0.27807,3.39885
0.27941,3.39885
0.32428,3.39857
0.32628,3.39847
0.33086,3.39825
0.33209,3.39826
0.37534,3.39945
0.37679,3.39958
0.3806,3.39772
0.38285,3.39795
0.42505,3.3993
0.42613,3.39937
0.43194,3.39997
0.43455,3.40013
0.48257,3.40071
0.48368,3.40074
0.4885,3.40116
0.49068,3.40128
0.53303,3.40143
0.53421,3.40144
0.54086,3.40326
0.54485,3.40326
0.58892,3.40267
0.59023,3.40261
0.59722,3.40199
0.59894,3.4019
0.6402,3.40135
0.64167,3.40121
0.64565,3.4007
0.64781,3.40048
0.6944,3.40015
0.69577,3.40016
0.70204,3.40033
0.70316,3.40035
0.74614,3.40099
0.74759,3.40097
0.75168,3.40088
0.75418,3.40088
0.79628,3.40088
0.7982,3.40081
0.80242,3.39844
0.80523,3.39827
0.84638,3.3982
0.84748,3.3982
0.85441,3.39734
0.85728,3.3971
0.9019,3.39727
0.90489,3.39751
0.90755,3.39771
0.9091,3.39772
0.95406,3.39788
0.9554,3.39788
0.96043,3.39788
0.96221,3.39788
1.00744,3.39912
1.01338,3.39938
1.01652,3.39947
1.06165,3.39955
1.06312,3.39962
1.06833,3.40008
1.07003,3.40009
1.11327,3.40013
1.11668,3.40014
1.12202,3.40083
1.12348,3.40093
1.16808,3.40093
1.17009,3.40093
1.175,3.40093
1.17669,3.40093
1.22945,3.40093
1.23093,3.4008
1.23538,3.40014
1.23961,3.40013
1.28467,3.40008
1.28673,3.39956
1.28967,3.39784
1.29186,3.39727
1.33416,3.39666
1.33636,3.39003
1.3401,3.37494
1.34319,3.3742
1.38628,3.37028
1.38763,3.37008
1.39564,3.36784
1.39761,3.36752
1.43914,3.36311
1.44088,3.36305
1.44746,3.3628
1.44912,3.36279
1.49445,3.36279
1.49592,3.36248
1.49906,3.36151
1.50101,3.36151
1.54572,3.36151
1.54719,3.36151
1.55102,3.36151
1.55348,3.36151
1.5977,3.36151
1.59879,3.36151
1.60475,3.36151
1.60581,3.36151
1.64747,3.36173
1.65021,3.36176
1.65495,3.363
1.65627,3.36327
1.70188,3.36563
1.70355,3.36606
1.70768,3.36858
1.71152,3.36976
1.75404,3.37005
1.75512,3.37009
1.76053,3.37113
1.7643,3.37159
1.80878,3.37198
1.81183,3.37205
1.82156,3.37305
1.82326,3.37312
1.86961,3.3745
1.87153,3.37475
1.87764,3.37637
1.87886,3.37643
1.93127,3.37652
1.93275,3.37652
1.93637,3.37652
1.93926,3.37652
1.98224,3.37652
1.98393,3.37653
1.98819,3.37662
1.98992,3.37665
2.03429,3.37767
2.03538,3.37768
2.03896,3.37772
2.04144,3.37776
2.08332,3.37859
2.08572,3.37869
2.09041,3.37892
2.09344,3.37899
2.13455,3.37909
2.13714,3.3791
2.14373,3.37943
2.14596,3.37949
2.18772,3.37949
2.1899,3.37935
2.19528,3.37877
2.19719,3.37876
2.24244,3.37867
2.24405,3.37867
2.24807,3.37857
2.25113,3.3785
2.29505,3.37966
2.29793,3.37951
2.30196,3.37918
2.3033,3.37914
2.34887,3.37953
2.35076,3.37952
2.35533,3.37969
2.35736,3.37965
2.40062,3.3798
2.40199,3.37991
2.40828,3.38142
2.4102,3.38172
2.45354,3.38331
2.45546,3.38318
2.46065,3.38252
2.46257,3.38269
2.5092,3.38793
2.51226,3.38837
2.51513,3.38866
2.51683,3.38875
