0.05657,3.38188
0.1649,3.39807
0.3806,3.39772
0.54086,3.40326
0.80523,3.39827
0.9019,3.39727
1.28467,3.40008
1.34319,3.3742
1.49906,3.36151
1.65627,3.36327
1.87886,3.37643
2.25113,3.3785
2.46065,3.38252
2.66739,3.40559
2.6721,3.40683
2.93953,3.40377
3.20207,3.3928
3.26343,3.37723
3.46741,3.37266
3.83316,3.37641
3.89507,3.38809
4.05821,3.37998
4.27029,3.37887
4.58972,3.38262
4.70432,3.38721
5.07634,3.38625
5.1398,3.37551
5.29534,3.373
5.61001,3.37153
5.717,3.37748
5.918,3.37947
6.18935,3.40298
6.45217,3.40576
6.66448,3.40006
6.77545,3.3825
7.04359,3.36904
7.19296,3.36715
7.46148,3.3675
7.52355,3.36353
7.84306,3.36945
7.94607,3.40115
8.16256,3.51424
8.26772,3.55113
8.4818,3.58002
8.69291,3.60483
8.85374,3.60503
9.21113,3.63019
9.42013,3.63504
9.5359,3.63092
9.80216,3.62751
10.01154,3.6383
10.07342,3.66341
10.34561,3.66911
10.57192,3.65949
10.90218,3.65573
10.91281,3.65261
11.24173,3.64046
11.46592,3.64173
11.52451,3.67221
11.85912,3.67811
12.12825,3.66296
12.18887,3.64627
12.4597,3.63901
12.69586,3.631
12.85657,3.60704
13.06972,3.52895
13.23272,3.50456
13.44571,3.50258
13.66666,3.53547
13.97871,3.53649
14.0285,3.56243
14.35285,3.50912
14.5708,3.50576
14.67685,3.51422
14.84417,3.54223
15.07676,3.63629
15.29092,3.6345
15.51321,3.6604
15.66859,3.64517
15.84762,3.65822
16.12745,3.63677
16.44621,3.62549
16.60385,3.62387
16.77494,3.62674
17.05278,3.61808
17.11733,3.54083
17.37577,3.52717
17.59053,3.52727
17.83767,3.50752
18.05126,3.50581
18.22217,3.54204
18.37755,3.54032
18.49298,3.54444
18.69497,3.5392
19.03133,3.55007
19.28522,3.54406
19.39538,3.47462
19.57178,3.22948
19.74549,3.11877
20.02474,3.01332
20.17834,2.99111
20.39167,2.97449
20.6646,2.9701
20.87381,2.96975
21.15302,2.96632
21.27131,2.96856
21.54272,2.97062
21.71698,2.98238
21.83725,3.17459
22.09461,3.41228
22.2492,3.49446
22.40086,3.53009
22.69634,3.55265
22.86221,3.54368
23.00638,3.54216
23.2173,3.56437
23.51272,3.56515
23.62395,3.54205
23.88032,3.53565
23.93158,3.52302
24.17491,3.19344
24.50042,3.01232
24.60566,2.97643
24.76443,2.96217
24.98115,2.95554
25.29708,2.95427
25.41822,2.94968
25.68218,2.94772
25.78827,2.94912
26.12571,2.96838
26.28756,2.98454
26.51953,3.2996
26.68147,3.43414
26.83512,3.5076
27.03814,3.55678
27.1403,3.56158
27.44678,3.55533
27.69263,3.55478
27.85526,3.55888
28.00712,3.55773
28.25127,3.55843
28.45839,3.53961
28.50967,3.52405
28.72215,3.40812
28.92655,3.35077
29.02758,3.33533
29.38315,3.32854
29.43923,3.34487
29.63985,3.35548
29.83533,3.35123
30.045,3.33358
30.09585,3.3307
30.34509,3.32847
30.61201,3.31977
30.71339,3.30588
30.97428,3.30718
31.02821,3.3141
31.23182,3.3264
31.3868,3.33181
31.6357,3.3303
31.85314,3.31693
32.00723,3.31423
32.20637,3.31767
32.36575,3.32117
32.57489,3.33132
32.62596,3.32703
32.87272,3.33359
33.03522,3.33386
33.23464,3.32768
33.34991,3.33334
33.55371,3.31893
