1208,1,1,612,-47,156,1671105149396420.00 ,1671105149396420.00 ,1671105149396420.00 ,,
1107,1,1,2992,-57,-1002,1671105149397820.00 ,1671105149397820.00 ,1671105149397820.00 ,,
1208,1,1,616,-47,156,1671105149403030.00 ,1671105149403030.00 ,1671105149403030.00 ,,
1107,1,1,2904,-58,-364,1671105149404130.00 ,1671105149404130.00 ,1671105149404130.00 ,,
1208,2,1,3528,-48,52,1671105149416220.00 ,1671105149416220.00 ,1671105149416220.00 ,,
1107,2,1,212,-56,195,1671105149417530.00 ,1671105149417530.00 ,1671105149417530.00 ,,
1107,2,1,188,-56,221,1671105149422980.00 ,1671105149422980.00 ,1671105149422980.00 ,,
1208,2,1,3504,-48,208,1671105149424960.00 ,1671105149424960.00 ,1671105149424960.00 ,,
1107,1,1,2896,-57,-143,1671105149450090.00 ,1671105149450090.00 ,1671105149450090.00 ,,
1208,1,1,612,-47,208,1671105149451170.00 ,1671105149451170.00 ,1671105149451170.00 ,,
1107,1,1,2924,-57,-468,1671105149456460.00 ,1671105149456460.00 ,1671105149456460.00 ,,
1208,1,1,616,-47,182,1671105149459010.00 ,1671105149459010.00 ,1671105149459010.00 ,,
1208,2,1,3520,-49,130,1671105149468750.00 ,1671105149468750.00 ,1671105149468750.00 ,,
1107,2,1,236,-56,52,1671105149469830.00 ,1671105149469830.00 ,1671105149469830.00 ,,
1107,2,1,232,-56,117,1671105149476000.00 ,1671105149476000.00 ,1671105149476000.00 ,,
1208,2,1,3520,-48,104,1671105149477520.00 ,1671105149477520.00 ,1671105149477520.00 ,,
1107,1,1,2888,-57,-78,1671105149502460.00 ,1671105149502460.00 ,1671105149502460.00 ,,
1208,1,1,620,-47,130,1671105149503940.00 ,1671105149503940.00 ,1671105149503940.00 ,,
1208,1,1,620,-47,208,1671105149511320.00 ,1671105149511320.00 ,1671105149511320.00 ,,
1107,1,1,2856,-58,247,1671105149512410.00 ,1671105149512410.00 ,1671105149512410.00 ,,
1208,2,1,3524,-48,52,1671105149522180.00 ,1671105149522180.00 ,1671105149522180.00 ,,
1107,2,1,224,-56,195,1671105149524100.00 ,1671105149524100.00 ,1671105149524100.00 ,,
1208,2,1,3520,-48,52,1671105149528660.00 ,1671105149528660.00 ,1671105149528660.00 ,,
1107,2,1,236,-56,169,1671105149529830.00 ,1671105149529830.00 ,1671105149529830.00 ,,
1107,1,1,2896,-57,-247,1671105149555340.00 ,1671105149555340.00 ,1671105149555340.00 ,,
1208,1,1,588,-47,416,1671105149556710.00 ,1671105149556710.00 ,1671105149556710.00 ,,
1208,1,1,628,-47,156,1671105149562650.00 ,1671105149562650.00 ,1671105149562650.00 ,,
