1208,1,1,1836,-43,26,1671190218297630.00 ,1671190218297630.00 ,1671190218297630.00 ,
1208,1,1,1832,-43,52,1671190218300980.00 ,1671190218300980.00 ,1671190218300980.00 ,
1107,1,1,200,-55,299,1671190218303520.00 ,1671190218303520.00 ,1671190218303520.00 ,
1107,2,1,84,-57,-26,1671190218313510.00 ,1671190218313510.00 ,1671190218313510.00 ,
1208,2,1,3404,-48,78,1671190218314620.00 ,1671190218314620.00 ,1671190218314620.00 ,
1107,2,1,60,-57,247,1671190218319750.00 ,1671190218319750.00 ,1671190218319750.00 ,
1208,2,1,3396,-48,104,1671190218321050.00 ,1671190218321050.00 ,1671190218321050.00 ,
1208,1,1,1836,-43,78,1671190218346540.00 ,1671190218346540.00 ,1671190218346540.00 ,
1107,1,1,240,-54,-26,1671190218348850.00 ,1671190218348850.00 ,1671190218348850.00 ,
1208,1,1,1820,-43,78,1671190218357720.00 ,1671190218357720.00 ,1671190218357720.00 ,
1107,2,1,92,-57,26,1671190218370600.00 ,1671190218370600.00 ,1671190218370600.00 ,
1208,2,1,3392,-48,104,1671190218371690.00 ,1671190218371690.00 ,1671190218371690.00 ,
1208,2,1,3396,-48,182,1671190218375230.00 ,1671190218375230.00 ,1671190218375230.00 ,
1107,2,1,52,-57,247,1671190218377200.00 ,1671190218377200.00 ,1671190218377200.00 ,
1208,1,1,1832,-43,0,1671190218401850.00 ,1671190218401850.00 ,1671190218401850.00 ,
1107,1,1,224,-55,247,1671190218403190.00 ,1671190218403190.00 ,1671190218403190.00 ,
1107,1,1,220,-55,26,1671190218406680.00 ,1671190218406680.00 ,1671190218406680.00 ,
1208,1,1,1820,-43,104,1671190218408020.00 ,1671190218408020.00 ,1671190218408020.00 ,
1208,2,1,3408,-48,104,1671190218421190.00 ,1671190218421190.00 ,1671190218421190.00 ,
1107,2,1,36,-57,299,1671190218423140.00 ,1671190218423140.00 ,1671190218423140.00 ,
1107,2,1,88,-57,52,1671190218427200.00 ,1671190218427200.00 ,1671190218427200.00 ,
1208,2,1,3400,-48,156,1671190218428320.00 ,1671190218428320.00 ,1671190218428320.00 ,
1208,1,1,1836,-43,104,1671190218453560.00 ,1671190218453560.00 ,1671190218453560.00 ,
1107,1,1,232,-54,52,1671190218455100.00 ,1671190218455100.00 ,1671190218455100.00 ,
1208,1,1,1832,-43,26,1671190218461400.00 ,1671190218461400.00 ,1671190218461400.00 ,
1107,1,1,404,-55,-1106,1671190218462520.00 ,1671190218462520.00 ,1671190218462520.00 ,
1107,2,1,64,-57,169,1671190218475990.00 ,1671190218475990.00 ,1671190218475990.00 ,
1208,2,1,3416,-48,52,1671190218477100.00 ,1671190218477100.00 ,1671190218477100.00 ,
1208,2,1,3404,-48,156,1671190218482910.00 ,1671190218482910.00 ,1671190218482910.00 ,
1107,2,1,72,-57,273,1671190218484240.00 ,1671190218484240.00 ,1671190218484240.00 ,
1208,1,1,1824,-43,156,1671190218509230.00 ,1671190218509230.00 ,1671190218509230.00 ,
1107,1,1,224,-55,169,1671190218511720.00 ,1671190218511720.00 ,1671190218511720.00 ,
1107,1,1,212,-55,195,1671190218516810.00 ,1671190218516810.00 ,1671190218516810.00 ,
1208,1,1,1832,-43,104,1671190218518290.00 ,1671190218518290.00 ,1671190218518290.00 ,
1107,2,1,68,-57,221,1671190218530550.00 ,1671190218530550.00 ,1671190218530550.00 ,
1208,2,1,3404,-48,78,1671190218531720.00 ,1671190218531720.00 ,1671190218531720.00 ,
1107,2,1,80,-57,195,1671190218537330.00 ,1671190218537330.00 ,1671190218537330.00 ,
1208,2,1,3404,-48,156,1671190218539490.00 ,1671190218539490.00 ,1671190218539490.00 ,
1208,1,1,1848,-43,26,1671190218564350.00 ,1671190218564350.00 ,1671190218564350.00 ,
1208,1,1,1812,-43,156,1671190218568790.00 ,1671190218568790.00 ,1671190218568790.00 ,
1208,2,1,3416,-48,26,1671190218581270.00 ,1671190218581270.00 ,1671190218581270.00 ,
1107,2,1,100,-57,-52,1671190218582370.00 ,1671190218582370.00 ,1671190218582370.00 ,
1208,2,1,3404,-48,130,1671190218585640.00 ,1671190218585640.00 ,1671190218585640.00 ,
1107,2,1,72,-57,195,1671190218586940.00 ,1671190218586940.00 ,1671190218586940.00 ,
1208,1,1,1840,-43,26,1671190218612720.00 ,1671190218612720.00 ,1671190218612720.00 ,
1107,1,1,224,-55,117,1671190218614160.00 ,1671190218614160.00 ,1671190218614160.00 ,
1208,1,1,1752,-42,729,1671190218622040.00 ,1671190218622040.00 ,1671190218622040.00 ,
1107,1,1,208,-55,338,1671190218624850.00 ,1671190218624850.00 ,1671190218624850.00 ,
1107,2,1,100,-57,78,1671190218635270.00 ,1671190218635270.00 ,1671190218635270.00 ,
1208,2,1,3400,-48,208,1671190218636880.00 ,1671190218636880.00 ,1671190218636880.00 ,
1208,2,1,3416,-48,78,1671190218640150.00 ,1671190218640150.00 ,1671190218640150.00 ,
1107,2,1,64,-57,247,1671190218641490.00 ,1671190218641490.00 ,1671190218641490.00 ,
1107,1,1,180,-55,533,1671190218667640.00 ,1671190218667640.00 ,1671190218667640.00 ,
1208,1,1,1844,-43,-130,1671190218669260.00 ,1671190218669260.00 ,1671190218669260.00 ,
1208,1,1,1744,-43,651,1671190218673020.00 ,1671190218673020.00 ,1671190218673020.00 ,
1107,1,1,204,-55,247,1671190218675390.00 ,1671190218675390.00 ,1671190218675390.00 ,
1107,2,1,88,-57,195,1671190218685260.00 ,1671190218685260.00 ,1671190218685260.00 ,
1208,2,1,3416,-48,104,1671190218688080.00 ,1671190218688080.00 ,1671190218688080.00 ,
1208,2,1,3404,-48,78,1671190218690780.00 ,1671190218690780.00 ,1671190218690780.00 ,
1107,2,1,92,-57,117,1671190218693540.00 ,1671190218693540.00 ,1671190218693540.00 ,
1208,1,1,1852,-43,-78,1671190218716800.00 ,1671190218716800.00 ,1671190218716800.00 ,
1107,1,1,200,-55,247,1671190218717900.00 ,1671190218717900.00 ,1671190218717900.00 ,
1208,1,1,1832,-43,104,1671190218724440.00 ,1671190218724440.00 ,1671190218724440.00 ,
1208,2,1,3400,-48,156,1671190218738510.00 ,1671190218738510.00 ,1671190218738510.00 ,
1107,2,1,100,-57,26,1671190218740220.00 ,1671190218740220.00 ,1671190218740220.00 ,
1107,2,1,80,-57,169,1671190218744120.00 ,1671190218744120.00 ,1671190218744120.00 ,
1208,2,1,3420,-48,78,1671190218745460.00 ,1671190218745460.00 ,1671190218745460.00 ,
1208,1,1,1844,-43,78,1671190218768480.00 ,1671190218768480.00 ,1671190218768480.00 ,
1107,1,1,224,-53,26,1671190218770680.00 ,1671190218770680.00 ,1671190218770680.00 ,
1208,1,1,1836,-43,0,1671190218775540.00 ,1671190218775540.00 ,1671190218775540.00 ,
1107,1,1,224,-55,273,1671190218776870.00 ,1671190218776870.00 ,1671190218776870.00 ,
1208,2,1,3428,-48,-26,1671190218789900.00 ,1671190218789900.00 ,1671190218789900.00 ,
1107,2,1,60,-57,390,1671190218791310.00 ,1671190218791310.00 ,1671190218791310.00 ,
1107,2,1,68,-57,299,1671190218795270.00 ,1671190218795270.00 ,1671190218795270.00 ,
1208,2,1,3424,-48,-78,1671190218797260.00 ,1671190218797260.00 ,1671190218797260.00 ,
1208,1,1,1836,-43,-26,1671190218820740.00 ,1671190218820740.00 ,1671190218820740.00 ,
1107,1,1,208,-55,117,1671190218821810.00 ,1671190218821810.00 ,1671190218821810.00 ,
1208,1,1,1800,-43,104,1671190218832960.00 ,1671190218832960.00 ,1671190218832960.00 ,
1107,1,1,204,-55,1054,1671190218835690.00 ,1671190218835690.00 ,1671190218835690.00 ,
1208,2,1,3404,-48,156,1671190218848600.00 ,1671190218848600.00 ,1671190218848600.00 ,
1107,2,1,56,-57,494,1671190218850540.00 ,1671190218850540.00 ,1671190218850540.00 ,
1107,2,1,88,-57,52,1671190218854330.00 ,1671190218854330.00 ,1671190218854330.00 ,
1208,2,1,3396,-48,208,1671190218855930.00 ,1671190218855930.00 ,1671190218855930.00 ,
1107,1,1,220,-55,221,1671190218880140.00 ,1671190218880140.00 ,1671190218880140.00 ,
1208,1,1,1792,-43,156,1671190218881250.00 ,1671190218881250.00 ,1671190218881250.00 ,
1208,1,1,1824,-43,130,1671190218885430.00 ,1671190218885430.00 ,1671190218885430.00 ,
1107,1,1,208,-55,169,1671190218886480.00 ,1671190218886480.00 ,1671190218886480.00 ,
1107,2,1,92,-57,26,1671190218899780.00 ,1671190218899780.00 ,1671190218899780.00 ,
1208,2,1,3404,-48,130,1671190218901160.00 ,1671190218901160.00 ,1671190218901160.00 ,
1208,2,1,3408,-48,78,1671190218904410.00 ,1671190218904410.00 ,1671190218904410.00 ,
1107,2,1,84,-57,117,1671190218906800.00 ,1671190218906800.00 ,1671190218906800.00 ,
1208,1,1,1836,-43,52,1671190218930180.00 ,1671190218930180.00 ,1671190218930180.00 ,
1107,1,1,204,-55,364,1671190218931770.00 ,1671190218931770.00 ,1671190218931770.00 ,
1107,1,1,276,-55,-52,1671190218937340.00 ,1671190218937340.00 ,1671190218937340.00 ,
1208,1,1,1836,-43,104,1671190218939140.00 ,1671190218939140.00 ,1671190218939140.00 ,
1107,2,1,92,-57,169,1671190218953740.00 ,1671190218953740.00 ,1671190218953740.00 ,
1208,2,1,3400,-48,130,1671190218955730.00 ,1671190218955730.00 ,1671190218955730.00 ,
1107,2,1,68,-57,338,1671190218959260.00 ,1671190218959260.00 ,1671190218959260.00 ,
1208,2,1,3404,-48,234,1671190218961220.00 ,1671190218961220.00 ,1671190218961220.00 ,
1208,1,1,1832,-43,104,1671190218985540.00 ,1671190218985540.00 ,1671190218985540.00 ,
1107,1,1,196,-55,299,1671190218986960.00 ,1671190218986960.00 ,1671190218986960.00 ,
1208,1,1,1840,-43,78,1671190218991040.00 ,1671190218991040.00 ,1671190218991040.00 ,
1107,1,1,212,-54,195,1671190218992450.00 ,1671190218992450.00 ,1671190218992450.00 ,
1107,2,1,64,-57,221,1671190219007610.00 ,1671190219007610.00 ,1671190219007610.00 ,
1208,2,1,3396,-48,156,1671190219009560.00 ,1671190219009560.00 ,1671190219009560.00 ,
1208,2,1,3412,-48,130,1671190219014060.00 ,1671190219014060.00 ,1671190219014060.00 ,
1107,2,1,92,-57,52,1671190219016380.00 ,1671190219016380.00 ,1671190219016380.00 ,
1107,1,1,220,-55,169,1671190219038730.00 ,1671190219038730.00 ,1671190219038730.00 ,
1208,1,1,1824,-43,104,1671190219039870.00 ,1671190219039870.00 ,1671190219039870.00 ,
1208,1,1,1828,-43,78,1671190219045870.00 ,1671190219045870.00 ,1671190219045870.00 ,
1107,1,1,200,-55,390,1671190219048680.00 ,1671190219048680.00 ,1671190219048680.00 ,
1208,2,1,3408,-48,182,1671190219060190.00 ,1671190219060190.00 ,1671190219060190.00 ,
1107,2,1,108,-57,-169,1671190219061300.00 ,1671190219061300.00 ,1671190219061300.00 ,
1107,2,1,84,-57,117,1671190219067950.00 ,1671190219067950.00 ,1671190219067950.00 ,
1208,2,1,3416,-48,26,1671190219069070.00 ,1671190219069070.00 ,1671190219069070.00 ,
1208,1,1,1836,-43,52,1671190219093320.00 ,1671190219093320.00 ,1671190219093320.00 ,
1107,1,1,180,-55,442,1671190219097340.00 ,1671190219097340.00 ,1671190219097340.00 ,
1208,1,1,1828,-43,156,1671190219104120.00 ,1671190219104120.00 ,1671190219104120.00 ,
1107,1,1,212,-55,338,1671190219105480.00 ,1671190219105480.00 ,1671190219105480.00 ,
1107,2,1,64,-57,338,1671190219115930.00 ,1671190219115930.00 ,1671190219115930.00 ,
1208,2,1,3408,-48,104,1671190219118480.00 ,1671190219118480.00 ,1671190219118480.00 ,
1208,2,1,3412,-48,52,1671190219123690.00 ,1671190219123690.00 ,1671190219123690.00 ,
1107,2,1,76,-57,247,1671190219124870.00 ,1671190219124870.00 ,1671190219124870.00 ,
1208,1,1,1832,-43,52,1671190219148690.00 ,1671190219148690.00 ,1671190219148690.00 ,
1107,1,1,228,-55,0,1671190219150640.00 ,1671190219150640.00 ,1671190219150640.00 ,
1208,1,1,1860,-43,52,1671190219154600.00 ,1671190219154600.00 ,1671190219154600.00 ,
1107,1,1,304,-55,-390,1671190219155660.00 ,1671190219155660.00 ,1671190219155660.00 ,
1107,2,1,96,-57,52,1671190219168780.00 ,1671190219168780.00 ,1671190219168780.00 ,
1208,2,1,3408,-48,104,1671190219170520.00 ,1671190219170520.00 ,1671190219170520.00 ,
1208,2,1,3416,-48,130,1671190219174510.00 ,1671190219174510.00 ,1671190219174510.00 ,
1107,2,1,76,-57,143,1671190219176460.00 ,1671190219176460.00 ,1671190219176460.00 ,
1208,1,1,1824,-43,260,1671190219201090.00 ,1671190219201090.00 ,1671190219201090.00 ,
1107,1,1,196,-55,364,1671190219203390.00 ,1671190219203390.00 ,1671190219203390.00 ,
1208,1,1,1784,-43,338,1671190219209620.00 ,1671190219209620.00 ,1671190219209620.00 ,
1107,1,1,208,-55,221,1671190219210910.00 ,1671190219210910.00 ,1671190219210910.00 ,
1107,2,1,64,-57,299,1671190219226700.00 ,1671190219226700.00 ,1671190219226700.00 ,
1208,2,1,3416,-48,0,1671190219227770.00 ,1671190219227770.00 ,1671190219227770.00 ,
1208,2,1,3396,-48,182,1671190219231760.00 ,1671190219231760.00 ,1671190219231760.00 ,
1107,2,1,116,-57,-26,1671190219233440.00 ,1671190219233440.00 ,1671190219233440.00 ,
1107,1,1,212,-55,273,1671190219256870.00 ,1671190219256870.00 ,1671190219256870.00 ,
1208,1,1,1828,-43,78,1671190219258460.00 ,1671190219258460.00 ,1671190219258460.00 ,
1107,1,1,216,-56,494,1671190219265290.00 ,1671190219265290.00 ,1671190219265290.00 ,
1208,1,1,1832,-43,130,1671190219267900.00 ,1671190219267900.00 ,1671190219267900.00 ,
1208,2,1,3396,-48,182,1671190219277800.00 ,1671190219277800.00 ,1671190219277800.00 ,
1107,2,1,72,-57,247,1671190219279530.00 ,1671190219279530.00 ,1671190219279530.00 ,
1208,2,1,3392,-48,234,1671190219284380.00 ,1671190219284380.00 ,1671190219284380.00 ,
1107,2,1,64,-57,273,1671190219286560.00 ,1671190219286560.00 ,1671190219286560.00 ,
1208,1,1,1832,-43,52,1671190219309440.00 ,1671190219309440.00 ,1671190219309440.00 ,
1107,1,1,208,-55,338,1671190219314430.00 ,1671190219314430.00 ,1671190219314430.00 ,
1107,1,1,236,-54,143,1671190219323820.00 ,1671190219323820.00 ,1671190219323820.00 ,
1208,1,1,1832,-43,26,1671190219324960.00 ,1671190219324960.00 ,1671190219324960.00 ,
1107,2,1,56,-57,299,1671190219336390.00 ,1671190219336390.00 ,1671190219336390.00 ,
1208,2,1,3404,-48,130,1671190219337520.00 ,1671190219337520.00 ,1671190219337520.00 ,
1107,2,1,72,-57,273,1671190219341270.00 ,1671190219341270.00 ,1671190219341270.00 ,
1208,2,1,3408,-48,130,1671190219344110.00 ,1671190219344110.00 ,1671190219344110.00 ,
1208,1,1,1836,-43,104,1671190219366660.00 ,1671190219366660.00 ,1671190219366660.00 ,
1107,1,1,208,-55,664,1671190219367960.00 ,1671190219367960.00 ,1671190219367960.00 ,
1107,1,1,252,-55,169,1671190219373640.00 ,1671190219373640.00 ,1671190219373640.00 ,
1208,1,1,1760,-43,651,1671190219377380.00 ,1671190219377380.00 ,1671190219377380.00 ,
1208,2,1,3396,-48,182,1671190219389490.00 ,1671190219389490.00 ,1671190219389490.00 ,
1107,2,1,88,-57,78,1671190219390820.00 ,1671190219390820.00 ,1671190219390820.00 ,
1208,2,1,3412,-48,78,1671190219394570.00 ,1671190219394570.00 ,1671190219394570.00 ,
1107,2,1,92,-57,52,1671190219396310.00 ,1671190219396310.00 ,1671190219396310.00 ,
1107,1,1,220,-55,364,1671190219421180.00 ,1671190219421180.00 ,1671190219421180.00 ,
1208,1,1,1848,-43,-78,1671190219422560.00 ,1671190219422560.00 ,1671190219422560.00 ,
1208,1,1,1828,-43,130,1671190219426640.00 ,1671190219426640.00 ,1671190219426640.00 ,
1107,1,1,208,-54,338,1671190219429840.00 ,1671190219429840.00 ,1671190219429840.00 ,
1107,2,1,100,-57,-364,1671190219440020.00 ,1671190219440020.00 ,1671190219440020.00 ,
1208,2,1,3416,-49,104,1671190219441250.00 ,1671190219441250.00 ,1671190219441250.00 ,
1208,2,1,3400,-49,156,1671190219445490.00 ,1671190219445490.00 ,1671190219445490.00 ,
1107,2,1,88,-57,143,1671190219447460.00 ,1671190219447460.00 ,1671190219447460.00 ,
1107,1,1,268,-55,585,1671190219472110.00 ,1671190219472110.00 ,1671190219472110.00 ,
1208,1,1,1836,-43,0,1671190219473230.00 ,1671190219473230.00 ,1671190219473230.00 ,
1208,1,1,1828,-43,0,1671190219477470.00 ,1671190219477470.00 ,1671190219477470.00 ,
1107,1,1,224,-55,247,1671190219478600.00 ,1671190219478600.00 ,1671190219478600.00 ,
1107,2,1,72,-57,169,1671190219491030.00 ,1671190219491030.00 ,1671190219491030.00 ,
1208,2,1,3424,-48,52,1671190219493120.00 ,1671190219493120.00 ,1671190219493120.00 ,
1208,2,1,3412,-48,104,1671190219496240.00 ,1671190219496240.00 ,1671190219496240.00 ,
1107,2,1,76,-57,247,1671190219497330.00 ,1671190219497330.00 ,1671190219497330.00 ,
1208,1,1,1832,-44,78,1671190219522460.00 ,1671190219522460.00 ,1671190219522460.00 ,
1107,1,1,236,-54,169,1671190219523790.00 ,1671190219523790.00 ,1671190219523790.00 ,
1107,1,1,220,-55,117,1671190219532300.00 ,1671190219532300.00 ,1671190219532300.00 ,
1208,1,1,1828,-43,-26,1671190219533660.00 ,1671190219533660.00 ,1671190219533660.00 ,
1107,2,1,84,-57,78,1671190219549050.00 ,1671190219549050.00 ,1671190219549050.00 ,
1208,2,1,3404,-48,52,1671190219550430.00 ,1671190219550430.00 ,1671190219550430.00 ,
1107,2,1,72,-57,169,1671190219556040.00 ,1671190219556040.00 ,1671190219556040.00 ,
1208,2,1,3408,-48,156,1671190219558650.00 ,1671190219558650.00 ,1671190219558650.00 ,
1107,1,1,216,-55,221,1671190219582460.00 ,1671190219582460.00 ,1671190219582460.00 ,
1208,1,1,1816,-43,208,1671190219584030.00 ,1671190219584030.00 ,1671190219584030.00 ,
1208,1,1,1820,-43,260,1671190219588970.00 ,1671190219588970.00 ,1671190219588970.00 ,
1107,1,1,192,-55,416,1671190219590430.00 ,1671190219590430.00 ,1671190219590430.00 ,
1107,2,1,84,-57,117,1671190219600930.00 ,1671190219600930.00 ,1671190219600930.00 ,
1208,2,1,3440,-49,-156,1671190219602400.00 ,1671190219602400.00 ,1671190219602400.00 ,
1208,2,1,3400,-48,156,1671190219606890.00 ,1671190219606890.00 ,1671190219606890.00 ,
1107,2,1,112,-57,-26,1671190219608610.00 ,1671190219608610.00 ,1671190219608610.00 ,
1208,1,1,1836,-43,104,1671190219631820.00 ,1671190219631820.00 ,1671190219631820.00 ,
1208,1,1,1836,-43,104,1671190219637470.00 ,1671190219637470.00 ,1671190219637470.00 ,
1107,1,1,188,-53,299,1671190219639410.00 ,1671190219639410.00 ,1671190219639410.00 ,
