1107,1,1,20,-55,143,1671110856466260.00 ,1671110856466260.00 ,1671110856466260.00 ,,
1208,1,1,1556,-45,260,1671110856468720.00 ,1671110856468720.00 ,1671110856468720.00 ,,
1208,1,1,1572,-44,78,1671110856472770.00 ,1671110856472770.00 ,1671110856472770.00 ,,
1107,1,1,16,-55,559,1671110856475340.00 ,1671110856475340.00 ,1671110856475340.00 ,,
1208,2,1,3376,-50,182,1671110856486890.00 ,1671110856486890.00 ,1671110856486890.00 ,,
1107,2,1,300,-57,247,1671110856488610.00 ,1671110856488610.00 ,1671110856488610.00 ,,
1107,2,1,472,-57,-1028,1671110856492690.00 ,1671110856492690.00 ,1671110856492690.00 ,,
1208,2,1,3396,-50,-26,1671110856494000.00 ,1671110856494000.00 ,1671110856494000.00 ,,
1107,1,1,56,-55,-143,1671110856519100.00 ,1671110856519100.00 ,1671110856519100.00 ,,
1208,1,1,1588,-45,0,1671110856521320.00 ,1671110856521320.00 ,1671110856521320.00 ,,
1107,1,1,16,-55,221,1671110856524880.00 ,1671110856524880.00 ,1671110856524880.00 ,,
1208,1,1,1564,-45,156,1671110856526810.00 ,1671110856526810.00 ,1671110856526810.00 ,,
1208,2,1,3380,-50,156,1671110856538840.00 ,1671110856538840.00 ,1671110856538840.00 ,,
1107,2,1,316,-57,247,1671110856539910.00 ,1671110856539910.00 ,1671110856539910.00 ,,
1208,2,1,3380,-50,26,1671110856543420.00 ,1671110856543420.00 ,1671110856543420.00 ,,
1107,2,1,340,-57,78,1671110856545850.00 ,1671110856545850.00 ,1671110856545850.00 ,,
1208,1,1,1572,-45,78,1671110856569230.00 ,1671110856569230.00 ,1671110856569230.00 ,,
1107,1,1,84,-54,221,1671110856573360.00 ,1671110856573360.00 ,1671110856573360.00 ,,
1208,1,1,1564,-45,234,1671110856576060.00 ,1671110856576060.00 ,1671110856576060.00 ,,
1107,1,1,36,-55,117,1671110856579310.00 ,1671110856579310.00 ,1671110856579310.00 ,,
1208,2,1,3388,-49,130,1671110856590790.00 ,1671110856590790.00 ,1671110856590790.00 ,,
1107,2,1,292,-57,364,1671110856592450.00 ,1671110856592450.00 ,1671110856592450.00 ,,
1208,2,1,3392,-49,26,1671110856597570.00 ,1671110856597570.00 ,1671110856597570.00 ,,
1107,2,1,312,-57,195,1671110856598670.00 ,1671110856598670.00 ,1671110856598670.00 ,,
1208,1,1,1572,-45,104,1671110856622060.00 ,1671110856622060.00 ,1671110856622060.00 ,,
1107,1,1,4088,-55,611,1671110856625090.00 ,1671110856625090.00 ,1671110856625090.00 ,,
1107,1,1,36,-55,117,1671110856629900.00 ,1671110856629900.00 ,1671110856629900.00 ,,
1208,1,1,1580,-45,78,1671110856631580.00 ,1671110856631580.00 ,1671110856631580.00 ,,
1208,2,1,3388,-49,104,1671110856643740.00 ,1671110856643740.00 ,1671110856643740.00 ,,
1107,2,1,308,-57,221,1671110856645190.00 ,1671110856645190.00 ,1671110856645190.00 ,,
