1208,1,1,3260,-48,286,1671018888616700.00 ,1671018888616700.00 ,1671018888616700.00 ,,,
1107,1,1,932,-62,195,1671018888620080.00 ,1671018888620080.00 ,1671018888620080.00 ,,,
1208,1,1,3264,-48,312,1671018888625790.00 ,1671018888625790.00 ,1671018888625790.00 ,,,
1107,1,1,900,-62,169,1671018888630330.00 ,1671018888630330.00 ,1671018888630330.00 ,,,
1208,2,1,3372,-47,104,1671018888640480.00 ,1671018888640480.00 ,1671018888640480.00 ,,,
1107,2,1,48,-56,0,1671018888642000.00 ,1671018888642000.00 ,1671018888642000.00 ,,,
1107,2,1,44,-56,117,1671018888646500.00 ,1671018888646500.00 ,1671018888646500.00 ,,,
1208,2,1,3372,-47,156,1671018888648250.00 ,1671018888648250.00 ,1671018888648250.00 ,,,
1107,1,1,952,-62,-364,1671018888673160.00 ,1671018888673160.00 ,1671018888673160.00 ,,,
1208,1,1,3284,-48,182,1671018888674730.00 ,1671018888674730.00 ,1671018888674730.00 ,,,
1107,1,1,992,-62,-338,1671018888689980.00 ,1671018888689980.00 ,1671018888689980.00 ,,,
1208,1,1,3288,-48,130,1671018888691310.00 ,1671018888691310.00 ,1671018888691310.00 ,,,
1107,2,1,40,-57,169,1671018888703860.00 ,1671018888703860.00 ,1671018888703860.00 ,,,
1208,2,1,3376,-47,182,1671018888705340.00 ,1671018888705340.00 ,1671018888705340.00 ,,,
1208,2,1,3372,-47,130,1671018888709790.00 ,1671018888709790.00 ,1671018888709790.00 ,,,
1107,2,1,28,-56,364,1671018888711490.00 ,1671018888711490.00 ,1671018888711490.00 ,,,
1208,1,1,3332,-48,-182,1671018888738600.00 ,1671018888738600.00 ,1671018888738600.00 ,,,
1107,1,1,952,-62,-117,1671018888741570.00 ,1671018888741570.00 ,1671018888741570.00 ,,,
1208,1,1,3296,-48,26,1671018888746820.00 ,1671018888746820.00 ,1671018888746820.00 ,,,
1107,1,1,912,-62,-117,1671018888749420.00 ,1671018888749420.00 ,1671018888749420.00 ,,,
1208,2,1,3376,-47,130,1671018888760930.00 ,1671018888760930.00 ,1671018888760930.00 ,,,
1107,2,1,96,-56,-221,1671018888762000.00 ,1671018888762000.00 ,1671018888762000.00 ,,,
1107,2,1,36,-56,195,1671018888767810.00 ,1671018888767810.00 ,1671018888767810.00 ,,,
1208,2,1,3380,-47,52,1671018888769030.00 ,1671018888769030.00 ,1671018888769030.00 ,,,
1208,1,1,3308,-48,-26,1671018888793800.00 ,1671018888793800.00 ,1671018888793800.00 ,,,
1107,1,1,952,-62,117,1671018888796680.00 ,1671018888796680.00 ,1671018888796680.00 ,,,
1208,1,1,3292,-48,26,1671018888802240.00 ,1671018888802240.00 ,1671018888802240.00 ,,,
1107,1,1,960,-62,-247,1671018888804450.00 ,1671018888804450.00 ,1671018888804450.00 ,,,
1107,2,1,32,-56,195,1671018888816030.00 ,1671018888816030.00 ,1671018888816030.00 ,,,
1208,2,1,3380,-47,156,1671018888817600.00 ,1671018888817600.00 ,1671018888817600.00 ,,,
1107,2,1,60,-56,52,1671018888822690.00 ,1671018888822690.00 ,1671018888822690.00 ,,,
1208,2,1,3384,-47,52,1671018888825730.00 ,1671018888825730.00 ,1671018888825730.00 ,,,
1208,1,1,3304,-48,52,1671018888849830.00 ,1671018888849830.00 ,1671018888849830.00 ,,,
1107,1,1,968,-62,-26,1671018888855150.00 ,1671018888855150.00 ,1671018888855150.00 ,,,
1208,1,1,3288,-48,130,1671018888868480.00 ,1671018888868480.00 ,1671018888868480.00 ,,,
1107,1,1,880,-62,247,1671018888869570.00 ,1671018888869570.00 ,1671018888869570.00 ,,,
1208,2,1,3388,-47,78,1671018888881040.00 ,1671018888881040.00 ,1671018888881040.00 ,,,
1107,2,1,52,-56,117,1671018888882080.00 ,1671018888882080.00 ,1671018888882080.00 ,,,
1208,2,1,3380,-47,104,1671018888888080.00 ,1671018888888080.00 ,1671018888888080.00 ,,,
1107,2,1,72,-56,-26,1671018888890040.00 ,1671018888890040.00 ,1671018888890040.00 ,,,
1208,1,1,3292,-48,104,1671018888916920.00 ,1671018888916920.00 ,1671018888916920.00 ,,,
1107,1,1,924,-61,221,1671018888918490.00 ,1671018888918490.00 ,1671018888918490.00 ,,,
1208,1,1,3296,-48,130,1671018888922020.00 ,1671018888922020.00 ,1671018888922020.00 ,,,
1107,1,1,968,-62,-52,1671018888924430.00 ,1671018888924430.00 ,1671018888924430.00 ,,,
1208,2,1,3376,-47,130,1671018888941380.00 ,1671018888941380.00 ,1671018888941380.00 ,,,
1107,2,1,64,-56,117,1671018888943560.00 ,1671018888943560.00 ,1671018888943560.00 ,,,
1107,2,1,60,-56,26,1671018888946730.00 ,1671018888946730.00 ,1671018888946730.00 ,,,
1208,2,1,3384,-47,156,1671018888948730.00 ,1671018888948730.00 ,1671018888948730.00 ,,,
1208,1,1,3312,-48,-52,1671018888973180.00 ,1671018888973180.00 ,1671018888973180.00 ,,,
1107,1,1,960,-61,-169,1671018888974290.00 ,1671018888974290.00 ,1671018888974290.00 ,,,
1208,1,1,3288,-48,104,1671018888979450.00 ,1671018888979450.00 ,1671018888979450.00 ,,,
1107,1,1,924,-62,143,1671018888982060.00 ,1671018888982060.00 ,1671018888982060.00 ,,,
1107,2,1,52,-56,143,1671018888994500.00 ,1671018888994500.00 ,1671018888994500.00 ,,,
1208,2,1,3388,-47,26,1671018888995860.00 ,1671018888995860.00 ,1671018888995860.00 ,,,
1208,2,1,3380,-47,182,1671018889000120.00 ,1671018889000120.00 ,1671018889000120.00 ,,,
1107,2,1,32,-56,338,1671018889002470.00 ,1671018889002470.00 ,1671018889002470.00 ,,,
1208,1,1,3296,-48,156,1671018889026030.00 ,1671018889026030.00 ,1671018889026030.00 ,,,
1107,1,1,1016,-62,-638,1671018889027350.00 ,1671018889027350.00 ,1671018889027350.00 ,,,
1208,1,1,3288,-48,156,1671018889032400.00 ,1671018889032400.00 ,1671018889032400.00 ,,,
1107,1,1,820,-62,950,1671018889035690.00 ,1671018889035690.00 ,1671018889035690.00 ,,,
1107,2,1,40,-57,52,1671018889047120.00 ,1671018889047120.00 ,1671018889047120.00 ,,,
1208,2,1,3384,-47,104,1671018889048490.00 ,1671018889048490.00 ,1671018889048490.00 ,,,
1208,2,1,3384,-47,78,1671018889053430.00 ,1671018889053430.00 ,1671018889053430.00 ,,,
1107,2,1,44,-56,117,1671018889055320.00 ,1671018889055320.00 ,1671018889055320.00 ,,,
1208,1,1,3268,-48,390,1671018889077930.00 ,1671018889077930.00 ,1671018889077930.00 ,,,
1107,1,1,964,-62,-781,1671018889080110.00 ,1671018889080110.00 ,1671018889080110.00 ,,,
1208,1,1,3292,-48,104,1671018889085120.00 ,1671018889085120.00 ,1671018889085120.00 ,,,
1107,1,1,944,-62,-169,1671018889088410.00 ,1671018889088410.00 ,1671018889088410.00 ,,,
1107,2,1,68,-56,195,1671018889104950.00 ,1671018889104950.00 ,1671018889104950.00 ,,,
