1208,1,1,3288,-48,52,1671020083107170.00 ,1671020083107170.00 ,1671020083107170.00 ,,
1107,1,1,832,-61,-143,1671020083108250.00 ,1671020083108250.00 ,1671020083108250.00 ,,
1208,1,1,3268,-48,130,1671020083113360.00 ,1671020083113360.00 ,1671020083113360.00 ,,
1107,1,1,820,-61,-221,1671020083115290.00 ,1671020083115290.00 ,1671020083115290.00 ,,
1208,2,1,3388,-47,78,1671020083128660.00 ,1671020083128660.00 ,1671020083128660.00 ,,
1107,2,1,4072,-57,143,1671020083129690.00 ,1671020083129690.00 ,1671020083129690.00 ,,
1208,2,1,3388,-47,104,1671020083136530.00 ,1671020083136530.00 ,1671020083136530.00 ,,
1107,2,1,4068,-56,143,1671020083137800.00 ,1671020083137800.00 ,1671020083137800.00 ,,
1208,1,1,3284,-48,104,1671020083161070.00 ,1671020083161070.00 ,1671020083161070.00 ,,
1107,1,1,828,-61,-299,1671020083162130.00 ,1671020083162130.00 ,1671020083162130.00 ,,
1208,1,1,3272,-48,234,1671020083175650.00 ,1671020083175650.00 ,1671020083175650.00 ,,
1107,1,1,816,-61,169,1671020083177180.00 ,1671020083177180.00 ,1671020083177180.00 ,,
1107,2,1,4088,-56,26,1671020083188870.00 ,1671020083188870.00 ,1671020083188870.00 ,,
1208,2,1,3376,-47,208,1671020083190830.00 ,1671020083190830.00 ,1671020083190830.00 ,,
1208,2,1,3388,-47,104,1671020083195080.00 ,1671020083195080.00 ,1671020083195080.00 ,,
1107,2,1,0,-56,-26,1671020083196250.00 ,1671020083196250.00 ,1671020083196250.00 ,,
1208,1,1,3264,-48,286,1671020083220190.00 ,1671020083220190.00 ,1671020083220190.00 ,,
1107,1,1,816,-61,533,1671020083222990.00 ,1671020083222990.00 ,1671020083222990.00 ,,
1107,1,1,912,-61,-638,1671020083226400.00 ,1671020083226400.00 ,1671020083226400.00 ,,
1208,1,1,3316,-48,-130,1671020083228130.00 ,1671020083228130.00 ,1671020083228130.00 ,,
1208,2,1,3396,-47,26,1671020083239610.00 ,1671020083239610.00 ,1671020083239610.00 ,,
1107,2,1,12,-57,-143,1671020083241550.00 ,1671020083241550.00 ,1671020083241550.00 ,,
