1208,2,1,3364,-47,156,1671017263154080.00 ,1671017263154080.00 ,1671017263154080.00 ,,,,,
1107,2,1,28,-56,273,1671017263157820.00 ,1671017263157820.00 ,1671017263157820.00 ,,,,,
1208,2,1,3360,-47,130,1671017263160630.00 ,1671017263160630.00 ,1671017263160630.00 ,,,,,
1107,1,1,860,-61,273,1671017263183700.00 ,1671017263183700.00 ,1671017263183700.00 ,,,,,
1208,1,1,3252,-49,130,1671017263185190.00 ,1671017263185190.00 ,1671017263185190.00 ,,,,,
1208,1,1,3224,-49,260,1671017263197890.00 ,1671017263197890.00 ,1671017263197890.00 ,,,,,
1107,1,1,968,-61,-195,1671017263199200.00 ,1671017263199200.00 ,1671017263199200.00 ,,,,,
1208,2,1,3368,-47,0,1671017263210170.00 ,1671017263210170.00 ,1671017263210170.00 ,,,,,
1107,2,1,52,-56,195,1671017263212500.00 ,1671017263212500.00 ,1671017263212500.00 ,,,,,
1208,2,1,3368,-47,52,1671017263216260.00 ,1671017263216260.00 ,1671017263216260.00 ,,,,,
1107,2,1,60,-56,117,1671017263218480.00 ,1671017263218480.00 ,1671017263218480.00 ,,,,,
1208,1,1,3232,-49,182,1671017263243420.00 ,1671017263243420.00 ,1671017263243420.00 ,,,,,
1107,1,1,960,-61,638,1671017263244960.00 ,1671017263244960.00 ,1671017263244960.00 ,,,,,
1208,1,1,3264,-49,78,1671017263251830.00 ,1671017263251830.00 ,1671017263251830.00 ,,,,,
1107,1,1,928,-61,-390,1671017263253740.00 ,1671017263253740.00 ,1671017263253740.00 ,,,,,
1107,2,1,68,-56,0,1671017263265460.00 ,1671017263265460.00 ,1671017263265460.00 ,,,,,
1208,2,1,3364,-47,156,1671017263267640.00 ,1671017263267640.00 ,1671017263267640.00 ,,,,,
1208,2,1,3356,-47,156,1671017263272080.00 ,1671017263272080.00 ,1671017263272080.00 ,,,,,
1107,2,1,48,-56,195,1671017263273760.00 ,1671017263273760.00 ,1671017263273760.00 ,,,,,
1107,1,1,1020,-62,-781,1671017263298310.00 ,1671017263298310.00 ,1671017263298310.00 ,,,,,
1208,1,1,3256,-49,104,1671017263299870.00 ,1671017263299870.00 ,1671017263299870.00 ,,,,,
1208,1,1,3248,-49,182,1671017263303170.00 ,1671017263303170.00 ,1671017263303170.00 ,,,,,
1107,1,1,868,-61,299,1671017263304280.00 ,1671017263304280.00 ,1671017263304280.00 ,,,,,
1208,2,1,3364,-47,130,1671017263320040.00 ,1671017263320040.00 ,1671017263320040.00 ,,,,,
1107,2,1,64,-56,52,1671017263321140.00 ,1671017263321140.00 ,1671017263321140.00 ,,,,,
1107,2,1,60,-56,0,1671017263327790.00 ,1671017263327790.00 ,1671017263327790.00 ,,,,,
1208,2,1,3364,-47,78,1671017263328880.00 ,1671017263328880.00 ,1671017263328880.00 ,,,,,
1107,1,1,924,-62,143,1671017263352350.00 ,1671017263352350.00 ,1671017263352350.00 ,,,,,
1208,1,1,3244,-49,156,1671017263354540.00 ,1671017263354540.00 ,1671017263354540.00 ,,,,,
1107,1,1,1004,-61,-611,1671017263359420.00 ,1671017263359420.00 ,1671017263359420.00 ,,,,,
1208,1,1,3240,-49,52,1671017263361690.00 ,1671017263361690.00 ,1671017263361690.00 ,,,,,
1208,2,1,3364,-47,130,1671017263373020.00 ,1671017263373020.00 ,1671017263373020.00 ,,,,,
1107,2,1,52,-56,195,1671017263375790.00 ,1671017263375790.00 ,1671017263375790.00 ,,,,,
1208,2,1,3384,-47,0,1671017263379520.00 ,1671017263379520.00 ,1671017263379520.00 ,,,,,
1107,2,1,68,-56,-52,1671017263381200.00 ,1671017263381200.00 ,1671017263381200.00 ,,,,,
1107,1,1,904,-62,169,1671017263405160.00 ,1671017263405160.00 ,1671017263405160.00 ,,,,,
1208,1,1,3240,-49,208,1671017263406670.00 ,1671017263406670.00 ,1671017263406670.00 ,,,,,
1208,1,1,3244,-49,130,1671017263410990.00 ,1671017263410990.00 ,1671017263410990.00 ,,,,,
1107,1,1,920,-61,-117,1671017263412710.00 ,1671017263412710.00 ,1671017263412710.00 ,,,,,
1208,2,1,3368,-47,104,1671017263424380.00 ,1671017263424380.00 ,1671017263424380.00 ,,,,,
1107,2,1,88,-56,-52,1671017263425960.00 ,1671017263425960.00 ,1671017263425960.00 ,,,,,
1208,2,1,3372,-47,104,1671017263433070.00 ,1671017263433070.00 ,1671017263433070.00 ,,,,,
1107,2,1,64,-56,26,1671017263434130.00 ,1671017263434130.00 ,1671017263434130.00 ,,,,,
1208,1,1,3244,-49,208,1671017263456990.00 ,1671017263456990.00 ,1671017263456990.00 ,,,,,
1107,1,1,824,-61,833,1671017263459580.00 ,1671017263459580.00 ,1671017263459580.00 ,,,,,
1208,1,1,3244,-49,182,1671017263464820.00 ,1671017263464820.00 ,1671017263464820.00 ,,,,,
1107,1,1,880,-61,468,1671017263466790.00 ,1671017263466790.00 ,1671017263466790.00 ,,,,,
1107,2,1,72,-56,52,1671017263478930.00 ,1671017263478930.00 ,1671017263478930.00 ,,,,,
1208,2,1,3360,-47,104,1671017263480070.00 ,1671017263480070.00 ,1671017263480070.00 ,,,,,
1208,2,1,3368,-47,78,1671017263485530.00 ,1671017263485530.00 ,1671017263485530.00 ,,,,,
1107,2,1,76,-56,-78,1671017263488070.00 ,1671017263488070.00 ,1671017263488070.00 ,,,,,
1208,1,1,3252,-49,104,1671017263510610.00 ,1671017263510610.00 ,1671017263510610.00 ,,,,,
1107,1,1,892,-62,143,1671017263515590.00 ,1671017263515590.00 ,1671017263515590.00 ,,,,,
1208,1,1,3244,-49,104,1671017263523480.00 ,1671017263523480.00 ,1671017263523480.00 ,,,,,
1107,1,1,776,-61,1054,1671017263524990.00 ,1671017263524990.00 ,1671017263524990.00 ,,,,,
1208,2,1,3372,-47,26,1671017263535100.00 ,1671017263535100.00 ,1671017263535100.00 ,,,,,
1107,2,1,64,-56,-26,1671017263536990.00 ,1671017263536990.00 ,1671017263536990.00 ,,,,,
1107,2,1,64,-56,52,1671017263541790.00 ,1671017263541790.00 ,1671017263541790.00 ,,,,,
1208,2,1,3368,-47,104,1671017263543150.00 ,1671017263543150.00 ,1671017263543150.00 ,,,,,
1208,1,1,3212,-49,364,1671017263567240.00 ,1671017263567240.00 ,1671017263567240.00 ,,,,,
1107,1,1,896,-61,416,1671017263568930.00 ,1671017263568930.00 ,1671017263568930.00 ,,,,,
1208,1,1,3248,-49,156,1671017263575810.00 ,1671017263575810.00 ,1671017263575810.00 ,,,,,
1107,1,1,924,-61,26,1671017263577830.00 ,1671017263577830.00 ,1671017263577830.00 ,,,,,
1208,2,1,3364,-47,104,1671017263587470.00 ,1671017263587470.00 ,1671017263587470.00 ,,,,,
1107,2,1,124,-56,-390,1671017263589500.00 ,1671017263589500.00 ,1671017263589500.00 ,,,,,
1107,2,1,72,-56,26,1671017263595250.00 ,1671017263595250.00 ,1671017263595250.00 ,,,,,
1208,2,1,3352,-47,234,1671017263596600.00 ,1671017263596600.00 ,1671017263596600.00 ,,,,,
1208,1,1,3252,-49,0,1671017263622230.00 ,1671017263622230.00 ,1671017263622230.00 ,,,,,
1107,1,1,924,-61,26,1671017263625120.00 ,1671017263625120.00 ,1671017263625120.00 ,,,,,
1208,1,1,3252,-49,0,1671017263629600.00 ,1671017263629600.00 ,1671017263629600.00 ,,,,,
1107,1,1,936,-61,-611,1671017263630730.00 ,1671017263630730.00 ,1671017263630730.00 ,,,,,
1208,2,1,3356,-47,156,1671017263644630.00 ,1671017263644630.00 ,1671017263644630.00 ,,,,,
1107,2,1,52,-56,143,1671017263645840.00 ,1671017263645840.00 ,1671017263645840.00 ,,,,,
1208,2,1,3364,-47,104,1671017263651950.00 ,1671017263651950.00 ,1671017263651950.00 ,,,,,
1107,2,1,68,-56,117,1671017263653400.00 ,1671017263653400.00 ,1671017263653400.00 ,,,,,
1208,1,1,3252,-49,208,1671017263676270.00 ,1671017263676270.00 ,1671017263676270.00 ,,,,,
1107,1,1,864,-61,442,1671017263678220.00 ,1671017263678220.00 ,1671017263678220.00 ,,,,,
1208,1,1,3252,-49,156,1671017263685870.00 ,1671017263685870.00 ,1671017263685870.00 ,,,,,
1107,1,1,956,-61,-755,1671017263688220.00 ,1671017263688220.00 ,1671017263688220.00 ,,,,,
1208,2,1,3364,-47,156,1671017263698080.00 ,1671017263698080.00 ,1671017263698080.00 ,,,,,
1107,2,1,52,-56,117,1671017263701160.00 ,1671017263701160.00 ,1671017263701160.00 ,,,,,
1107,2,1,80,-56,-26,1671017263707170.00 ,1671017263707170.00 ,1671017263707170.00 ,,,,,
1208,2,1,3380,-47,78,1671017263708230.00 ,1671017263708230.00 ,1671017263708230.00 ,,,,,
1208,1,1,3260,-49,26,1671017263731990.00 ,1671017263731990.00 ,1671017263731990.00 ,,,,,
1107,1,1,908,-61,-78,1671017263734210.00 ,1671017263734210.00 ,1671017263734210.00 ,,,,,
1208,1,1,3252,-49,130,1671017263741430.00 ,1671017263741430.00 ,1671017263741430.00 ,,,,,
1107,1,1,912,-61,143,1671017263743400.00 ,1671017263743400.00 ,1671017263743400.00 ,,,,,
1107,2,1,68,-56,117,1671017263754970.00 ,1671017263754970.00 ,1671017263754970.00 ,,,,,
1208,2,1,3376,-47,52,1671017263756080.00 ,1671017263756080.00 ,1671017263756080.00 ,,,,,
1107,2,1,52,-56,117,1671017263763580.00 ,1671017263763580.00 ,1671017263763580.00 ,,,,,
1208,2,1,3364,-47,156,1671017263765350.00 ,1671017263765350.00 ,1671017263765350.00 ,,,,,
1107,1,1,940,-61,-26,1671017263788570.00 ,1671017263788570.00 ,1671017263788570.00 ,,,,,
1208,1,1,3236,-49,208,1671017263790780.00 ,1671017263790780.00 ,1671017263790780.00 ,,,,,
1208,1,1,3260,-49,104,1671017263795860.00 ,1671017263795860.00 ,1671017263795860.00 ,,,,,
1107,1,1,944,-62,-52,1671017263802770.00 ,1671017263802770.00 ,1671017263802770.00 ,,,,,
1107,2,1,40,-56,143,1671017263822660.00 ,1671017263822660.00 ,1671017263822660.00 ,,,,,
1208,2,1,3364,-47,130,1671017263824110.00 ,1671017263824110.00 ,1671017263824110.00 ,,,,,
1107,2,1,40,-56,52,1671017263827820.00 ,1671017263827820.00 ,1671017263827820.00 ,,,,,
1208,2,1,3368,-47,78,1671017263830020.00 ,1671017263830020.00 ,1671017263830020.00 ,,,,,
1208,1,1,3248,-49,182,1671017263855200.00 ,1671017263855200.00 ,1671017263855200.00 ,,,,,
1107,1,1,968,-61,-338,1671017263856280.00 ,1671017263856280.00 ,1671017263856280.00 ,,,,,
1208,1,1,3248,-49,182,1671017263864760.00 ,1671017263864760.00 ,1671017263864760.00 ,,,,,
1107,1,1,892,-62,195,1671017263869680.00 ,1671017263869680.00 ,1671017263869680.00 ,,,,,
1208,2,1,3364,-47,130,1671017263884200.00 ,1671017263884200.00 ,1671017263884200.00 ,,,,,
1107,2,1,80,-56,-78,1671017263885610.00 ,1671017263885610.00 ,1671017263885610.00 ,,,,,
1107,2,1,76,-56,-26,1671017263888640.00 ,1671017263888640.00 ,1671017263888640.00 ,,,,,
1208,2,1,3368,-47,104,1671017263890610.00 ,1671017263890610.00 ,1671017263890610.00 ,,,,,
1107,1,1,948,-61,-299,1671017263915680.00 ,1671017263915680.00 ,1671017263915680.00 ,,,,,
1208,1,1,3260,-49,-52,1671017263917070.00 ,1671017263917070.00 ,1671017263917070.00 ,,,,,
1208,1,1,3268,-49,-26,1671017263921150.00 ,1671017263921150.00 ,1671017263921150.00 ,,,,,
1107,1,1,784,-61,1002,1671017263923980.00 ,1671017263923980.00 ,1671017263923980.00 ,,,,,
1208,2,1,3364,-47,78,1671017263938450.00 ,1671017263938450.00 ,1671017263938450.00 ,,,,,
1107,2,1,72,-56,-52,1671017263941190.00 ,1671017263941190.00 ,1671017263941190.00 ,,,,,
1107,2,1,76,-56,52,1671017263944970.00 ,1671017263944970.00 ,1671017263944970.00 ,,,,,
1208,2,1,3364,-47,78,1671017263946110.00 ,1671017263946110.00 ,1671017263946110.00 ,,,,,
1208,1,1,3228,-49,286,1671017263971150.00 ,1671017263971150.00 ,1671017263971150.00 ,,,,,
1107,1,1,912,-62,195,1671017263972580.00 ,1671017263972580.00 ,1671017263972580.00 ,,,,,
1208,1,1,3264,-49,26,1671017263975790.00 ,1671017263975790.00 ,1671017263975790.00 ,,,,,
1107,1,1,900,-61,195,1671017263977430.00 ,1671017263977430.00 ,1671017263977430.00 ,,,,,
1107,2,1,44,-56,221,1671017263988650.00 ,1671017263988650.00 ,1671017263988650.00 ,,,,,
1208,2,1,3364,-47,104,1671017263990440.00 ,1671017263990440.00 ,1671017263990440.00 ,,,,,
1208,2,1,3360,-47,156,1671017263996180.00 ,1671017263996180.00 ,1671017263996180.00 ,,,,,
1107,2,1,60,-56,-52,1671017263998190.00 ,1671017263998190.00 ,1671017263998190.00 ,,,,,
1208,1,1,3248,-49,182,1671017264023710.00 ,1671017264023710.00 ,1671017264023710.00 ,,,,,
1107,1,1,944,-62,-78,1671017264025040.00 ,1671017264025040.00 ,1671017264025040.00 ,,,,,
1208,1,1,3248,-49,78,1671017264033360.00 ,1671017264033360.00 ,1671017264033360.00 ,,,,,
1107,1,1,912,-61,195,1671017264036430.00 ,1671017264036430.00 ,1671017264036430.00 ,,,,,
1208,2,1,3364,-47,156,1671017264045800.00 ,1671017264045800.00 ,1671017264045800.00 ,,,,,
1107,2,1,76,-56,-52,1671017264047120.00 ,1671017264047120.00 ,1671017264047120.00 ,,,,,
1107,2,1,48,-56,221,1671017264053010.00 ,1671017264053010.00 ,1671017264053010.00 ,,,,,
1208,2,1,3356,-47,156,1671017264056920.00 ,1671017264056920.00 ,1671017264056920.00 ,,,,,
1107,1,1,912,-62,-78,1671017264081440.00 ,1671017264081440.00 ,1671017264081440.00 ,,,,,
1208,1,1,3248,-49,156,1671017264082680.00 ,1671017264082680.00 ,1671017264082680.00 ,,,,,
1107,1,1,788,-62,833,1671017264090380.00 ,1671017264090380.00 ,1671017264090380.00 ,,,,,
1208,1,1,3256,-49,208,1671017264091970.00 ,1671017264091970.00 ,1671017264091970.00 ,,,,,
1208,2,1,3376,-47,26,1671017264104580.00 ,1671017264104580.00 ,1671017264104580.00 ,,,,,
1107,2,1,64,-56,-26,1671017264107480.00 ,1671017264107480.00 ,1671017264107480.00 ,,,,,
1208,2,1,3360,-47,130,1671017264110440.00 ,1671017264110440.00 ,1671017264110440.00 ,,,,,
1107,2,1,60,-56,195,1671017264112680.00 ,1671017264112680.00 ,1671017264112680.00 ,,,,,
1107,1,1,940,-61,-78,1671017264136710.00 ,1671017264136710.00 ,1671017264136710.00 ,,,,,
1208,1,1,3252,-49,130,1671017264137820.00 ,1671017264137820.00 ,1671017264137820.00 ,,,,,
1107,1,1,976,-61,-559,1671017264144520.00 ,1671017264144520.00 ,1671017264144520.00 ,,,,,
1208,1,1,3244,-49,182,1671017264145630.00 ,1671017264145630.00 ,1671017264145630.00 ,,,,,
1208,2,1,3372,-47,52,1671017264156710.00 ,1671017264156710.00 ,1671017264156710.00 ,,,,,
1107,2,1,76,-56,-52,1671017264158930.00 ,1671017264158930.00 ,1671017264158930.00 ,,,,,
1208,2,1,3364,-47,182,1671017264163280.00 ,1671017264163280.00 ,1671017264163280.00 ,,,,,
1107,2,1,72,-56,-143,1671017264165170.00 ,1671017264165170.00 ,1671017264165170.00 ,,,,,
1107,1,1,896,-62,52,1671017264191030.00 ,1671017264191030.00 ,1671017264191030.00 ,,,,,
1208,1,1,3252,-49,130,1671017264192640.00 ,1671017264192640.00 ,1671017264192640.00 ,,,,,
1208,1,1,3252,-49,130,1671017264197020.00 ,1671017264197020.00 ,1671017264197020.00 ,,,,,
1107,1,1,988,-61,-78,1671017264198340.00 ,1671017264198340.00 ,1671017264198340.00 ,,,,,
1107,2,1,76,-56,-52,1671017264212550.00 ,1671017264212550.00 ,1671017264212550.00 ,,,,,
1208,2,1,3372,-47,52,1671017264214020.00 ,1671017264214020.00 ,1671017264214020.00 ,,,,,
1107,2,1,76,-56,52,1671017264218010.00 ,1671017264218010.00 ,1671017264218010.00 ,,,,,
1208,2,1,3372,-47,104,1671017264220850.00 ,1671017264220850.00 ,1671017264220850.00 ,,,,,
1107,1,1,916,-61,-52,1671017264243490.00 ,1671017264243490.00 ,1671017264243490.00 ,,,,,
1208,1,1,3260,-49,130,1671017264247630.00 ,1671017264247630.00 ,1671017264247630.00 ,,,,,
1208,1,1,3260,-49,26,1671017264253050.00 ,1671017264253050.00 ,1671017264253050.00 ,,,,,
1107,1,1,936,-61,-221,1671017264254990.00 ,1671017264254990.00 ,1671017264254990.00 ,,,,,
1208,2,1,3364,-47,52,1671017264265340.00 ,1671017264265340.00 ,1671017264265340.00 ,,,,,
1107,2,1,76,-56,-78,1671017264266430.00 ,1671017264266430.00 ,1671017264266430.00 ,,,,,
1208,2,1,3376,-47,78,1671017264272970.00 ,1671017264272970.00 ,1671017264272970.00 ,,,,,
1107,2,1,68,-56,-26,1671017264274210.00 ,1671017264274210.00 ,1671017264274210.00 ,,,,,
1208,1,1,3248,-49,156,1671017264297950.00 ,1671017264297950.00 ,1671017264297950.00 ,,,,,
1107,1,1,912,-61,26,1671017264300200.00 ,1671017264300200.00 ,1671017264300200.00 ,,,,,
1107,1,1,932,-61,-117,1671017264306830.00 ,1671017264306830.00 ,1671017264306830.00 ,,,,,
1208,1,1,3256,-49,78,1671017264308260.00 ,1671017264308260.00 ,1671017264308260.00 ,,,,,
1107,2,1,60,-56,26,1671017264318640.00 ,1671017264318640.00 ,1671017264318640.00 ,,,,,
1208,2,1,3368,-47,130,1671017264319990.00 ,1671017264319990.00 ,1671017264319990.00 ,,,,,
1208,2,1,3356,-47,182,1671017264325360.00 ,1671017264325360.00 ,1671017264325360.00 ,,,,,
1107,2,1,88,-56,-117,1671017264327750.00 ,1671017264327750.00 ,1671017264327750.00 ,,,,,
1107,1,1,944,-61,-78,1671017264352720.00 ,1671017264352720.00 ,1671017264352720.00 ,,,,,
1208,1,1,3208,-49,338,1671017264354740.00 ,1671017264354740.00 ,1671017264354740.00 ,,,,,
1107,1,1,900,-61,585,1671017264360820.00 ,1671017264360820.00 ,1671017264360820.00 ,,,,,
1208,1,1,3256,-49,104,1671017264363390.00 ,1671017264363390.00 ,1671017264363390.00 ,,,,,
1208,2,1,3376,-47,52,1671017264376750.00 ,1671017264376750.00 ,1671017264376750.00 ,,,,,
1107,2,1,68,-57,0,1671017264379030.00 ,1671017264379030.00 ,1671017264379030.00 ,,,,,
1208,2,1,3364,-47,156,1671017264381960.00 ,1671017264381960.00 ,1671017264381960.00 ,,,,,
1107,2,1,64,-56,143,1671017264383270.00 ,1671017264383270.00 ,1671017264383270.00 ,,,,,
1107,1,1,936,-61,-52,1671017264409860.00 ,1671017264409860.00 ,1671017264409860.00 ,,,,,
1208,1,1,3248,-49,208,1671017264410930.00 ,1671017264410930.00 ,1671017264410930.00 ,,,,,
1208,1,1,3252,-49,-26,1671017264416400.00 ,1671017264416400.00 ,1671017264416400.00 ,,,,,
1107,1,1,908,-62,52,1671017264418100.00 ,1671017264418100.00 ,1671017264418100.00 ,,,,,
1208,2,1,3368,-47,78,1671017264428850.00 ,1671017264428850.00 ,1671017264428850.00 ,,,,,
1107,2,1,68,-56,52,1671017264429950.00 ,1671017264429950.00 ,1671017264429950.00 ,,,,,
1107,2,1,84,-56,195,1671017264435890.00 ,1671017264435890.00 ,1671017264435890.00 ,,,,,
1208,2,1,3360,-47,104,1671017264437610.00 ,1671017264437610.00 ,1671017264437610.00 ,,,,,
1107,1,1,920,-62,-117,1671017264462680.00 ,1671017264462680.00 ,1671017264462680.00 ,,,,,
1208,1,1,3256,-49,104,1671017264464670.00 ,1671017264464670.00 ,1671017264464670.00 ,,,,,
1208,1,1,3268,-49,26,1671017264470510.00 ,1671017264470510.00 ,1671017264470510.00 ,,,,,
1107,1,1,912,-62,117,1671017264471580.00 ,1671017264471580.00 ,1671017264471580.00 ,,,,,
1107,2,1,44,-57,247,1671017264486900.00 ,1671017264486900.00 ,1671017264486900.00 ,,,,,
1208,2,1,3368,-47,104,1671017264488020.00 ,1671017264488020.00 ,1671017264488020.00 ,,,,,
1208,2,1,3364,-47,104,1671017264492040.00 ,1671017264492040.00 ,1671017264492040.00 ,,,,,
1107,2,1,60,-56,247,1671017264494340.00 ,1671017264494340.00 ,1671017264494340.00 ,,,,,
1208,1,1,3256,-49,130,1671017264516870.00 ,1671017264516870.00 ,1671017264516870.00 ,,,,,
1107,1,1,912,-61,169,1671017264517960.00 ,1671017264517960.00 ,1671017264517960.00 ,,,,,
1107,1,1,932,-61,78,1671017264524070.00 ,1671017264524070.00 ,1671017264524070.00 ,,,,,
1208,1,1,3260,-49,182,1671017264526420.00 ,1671017264526420.00 ,1671017264526420.00 ,,,,,
1208,2,1,3360,-47,156,1671017264537140.00 ,1671017264537140.00 ,1671017264537140.00 ,,,,,
1107,2,1,76,-56,-78,1671017264539080.00 ,1671017264539080.00 ,1671017264539080.00 ,,,,,
1107,2,1,60,-56,117,1671017264541970.00 ,1671017264541970.00 ,1671017264541970.00 ,,,,,
1208,2,1,3368,-47,104,1671017264545070.00 ,1671017264545070.00 ,1671017264545070.00 ,,,,,
1208,1,1,3256,-49,104,1671017264568890.00 ,1671017264568890.00 ,1671017264568890.00 ,,,,,
1107,1,1,936,-62,0,1671017264570860.00 ,1671017264570860.00 ,1671017264570860.00 ,,,,,
1208,1,1,3256,-49,234,1671017264575500.00 ,1671017264575500.00 ,1671017264575500.00 ,,,,,
1107,1,1,928,-62,169,1671017264577530.00 ,1671017264577530.00 ,1671017264577530.00 ,,,,,
1208,2,1,3368,-47,52,1671017264590020.00 ,1671017264590020.00 ,1671017264590020.00 ,,,,,
1107,2,1,68,-56,117,1671017264591740.00 ,1671017264591740.00 ,1671017264591740.00 ,,,,,
1208,2,1,3368,-47,130,1671017264594910.00 ,1671017264594910.00 ,1671017264594910.00 ,,,,,
1107,2,1,48,-56,247,1671017264596220.00 ,1671017264596220.00 ,1671017264596220.00 ,,,,,
1208,1,1,3252,-49,130,1671017264622380.00 ,1671017264622380.00 ,1671017264622380.00 ,,,,,
